LGA_CODE,land_area,bus_stop,coach_stop,light_rail,train_station,wharf,all_bus_stops,all_train_stations,all_transpo,ntl17_count,ntl17_min,ntl17_mean,ntl17_max,ntl17_sum,ntl19_count,ntl19_min,ntl19_mean,ntl19_max,ntl19_sum
LGA16200,5957.6138,39.0,6.0,0.0,1.0,0.0,45.0,1.0,46.0,33067,0.07000000029802322,0.2463522657360435,86.83999633789062,8146.13037109375,33067,0.12999999523162842,0.2909529267755617,69.87000274658203,9620.9404296875
LGA16260,83.8294,1176.0,0.0,0.0,12.0,2.0,1176.0,12.0,1188.0,467,4.630000114440918,23.911285465738757,189.60000610351562,11166.5703125,467,5.050000190734863,25.3372591006424,177.38999938964844,11832.5
LGA16350,404.7016,1448.0,0.0,0.0,6.0,0.0,1448.0,6.0,1454.0,2259,0.2800000011920929,5.523403780710491,81.87999725341797,12477.369140625,2259,0.3799999952316284,6.12370094275675,91.18000030517578,13833.4404296875
LGA16380,3683.0099,341.0,2.0,0.0,2.0,2.0,343.0,2.0,345.0,20109,0.03999999910593033,0.3239504611974116,43.150001525878906,6514.31982421875,20110,0.10000000149011612,0.3700601768398807,34.209999084472656,7441.91015625
LGA16400,858.4357,842.0,3.0,0.0,0.0,0.0,845.0,0.0,845.0,4740,0.15000000596046448,1.1170781002768988,91.55000305175781,5294.9501953125,4740,0.1899999976158142,1.214972516152426,77.41000366210938,5758.9697265625
LGA16490,5318.8822,106.0,1.0,0.0,2.0,0.0,107.0,2.0,109.0,30402,0.05000000074505806,0.30072625772975464,54.47999954223633,9142.6796875,30402,0.07000000029802322,0.37061838165457867,68.44000244140625,11267.5400390625
LGA16550,36.3311,613.0,0.0,0.0,0.0,0.0,613.0,0.0,613.0,202,2.690000057220459,26.445592899133665,200.91000366210938,5342.009765625,202,2.309999942779541,27.185691909034652,254.63999938964844,5491.509765625
LGA16610,3047.3748,44.0,4.0,0.0,1.0,0.0,48.0,1.0,49.0,16257,0.009999999776482582,0.21727317222965492,18.81999969482422,3532.2099609375,16257,0.10000000149011612,0.26601834017653936,18.670000076293945,4324.66015625
LGA16650,28.2078,531.0,0.0,0.0,8.0,0.0,531.0,8.0,539.0,165,8.529999732971191,25.063577178030304,175.0800018310547,4135.490234375,165,8.229999542236328,28.017211174242423,207.7100067138672,4622.83984375
LGA16700,40.4748,713.0,0.0,0.0,7.0,0.0,713.0,7.0,720.0,226,4.119999885559082,18.446150788163717,61.529998779296875,4168.830078125,226,4.289999961853027,19.11769954715155,69.06999969482422,4320.60009765625
LGA16900,147.4211,574.0,0.0,0.0,3.0,0.0,574.0,3.0,577.0,839,0.20999999344348907,3.508855990204112,29.8799991607666,2943.93017578125,839,0.23999999463558197,3.515780388669547,30.540000915527344,2949.73974609375
LGA16950,4566.6795,487.0,0.0,0.0,3.0,0.0,487.0,3.0,490.0,25985,0.05999999865889549,0.35152318946026556,48.119998931884766,9134.330078125,25985,0.09000000357627869,0.40583336840965945,41.790000915527344,10545.580078125
LGA17000,4892.717,173.0,0.0,0.0,1.0,0.0,173.0,1.0,174.0,27096,0.10000000149011612,0.5306469286864297,128.47000122070312,14378.4091796875,27096,0.09000000357627869,0.6244800028140685,212.8300018310547,16920.91015625
LGA17040,15163.5461,30.0,9.0,0.0,0.0,0.0,39.0,0.0,39.0,87731,0.009999999776482582,0.19822047027988965,25.520000457763672,17390.080078125,87731,0.07999999821186066,0.2580177171552815,19.920000076293945,22636.15234375
LGA17080,8959.0028,0.0,7.0,0.0,0.0,0.0,7.0,0.0,7.0,51419,-0.03999999910593033,0.23543106405827613,36.02000045776367,12105.6298828125,51419,0.09000000357627869,0.2759960409515452,28.700000762939453,14191.4404296875
LGA17100,14.0009,222.0,0.0,0.0,2.0,0.0,222.0,2.0,224.0,79,9.979999542236328,39.39392553401899,130.82000732421875,3112.1201171875,79,11.0,44.54936894284019,161.27999877929688,3519.400146484375
LGA17150,333.5933,1407.0,0.0,0.0,13.0,1.0,1407.0,13.0,1420.0,1879,0.28999999165534973,3.314709868946248,42.16999816894531,6228.33984375,1879,0.3199999928474426,3.5259287998104045,48.970001220703125,6625.22021484375
LGA17200,26.7429,561.0,0.0,23.0,13.0,0.0,561.0,36.0,597.0,148,19.559999465942383,52.46993111275338,123.97000122070312,7765.5498046875,148,15.619999885559082,60.58688766891892,169.08999633789062,8966.859375
LGA17310,9884.3506,97.0,7.0,0.0,2.0,0.0,104.0,2.0,106.0,53697,0.019999999552965164,0.24930982090479914,65.83999633789062,13387.189453125,53697,0.07000000029802322,0.28162151458647594,60.790000915527344,15122.23046875
LGA17350,2802.016,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,15827,0.07000000029802322,0.21627411758288842,36.459999084472656,3422.970458984375,15827,0.11999999731779099,0.2883028828307639,31.31999969482422,4562.9697265625
LGA17400,7322.793,5.0,2.0,0.0,0.0,0.0,7.0,0.0,7.0,39031,0.019999999552965164,0.17932772237532346,12.609999656677246,6999.34033203125,39031,0.029999999329447746,0.21533577176635238,12.520000457763672,8404.7705078125
