LGA_CODE,LGA_NAME,s_mean_nonstrata,s_mean_strata,s_median_nonstrata,s_median_strata,s_mean_sales,s_median_sales,r_one_br,r_two_br,r_three_br,r_four_or_more_br,r_bedsitter,r_not_specified,r_flat,r_house,r_other,r_townhouse,r_weekly_rent_median,Age_0_4_yr_P,Age_5_14_yr_P,Age_15_19_yr_P,Age_20_24_yr_P,Age_25_34_yr_P,Age_35_44_yr_P,Age_45_54_yr_P,Age_55_64_yr_P,Age_65_74_yr_P,Age_75_84_yr_P,Age_85ov_P,Age_below_15_yr,Age_15_64_yr,Age_over_65_yr,Age_below_15_yr_pct,Age_15_64_yr_pct,Age_over_65_yr_pct,Birthplace_Australia_P,Birthplace_Elsewhere_P,BP_Aus_pct,BP_Non_Aus_pct,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_P,Sec_Edu_Yr10_or_above,Sec_Edu_Yr9_or_below,Yr10_above_pct,Yr9_below_pct,Median_age_persons,Median_tot_prsnl_inc_weekly,Median_tot_fam_inc_weekly,Median_tot_hhd_inc_weekly,Average_household_size,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_Married,P_Tot_Single,MS_Married_pct,MS_Separated_pct,MS_Divorced_pct,MS_Widowed_pct,MS_Never_Married_pct,MS_Single_pct,P_Afghanistan_Tot,P_Australia_Tot,P_Bangladesh_Tot,P_Bosnia_Herzegov_Tot,P_Cambodia_Tot,P_Canada_Tot,P_Chile_Tot,P_China_Tot,P_Croatia_Tot,P_Egypt_Tot,P_England_Tot,P_Fiji_Tot,P_France_Tot,P_Germany_Tot,P_Greece_Tot,P_Hong_Kong_Tot,P_India_Tot,P_Indonesia_Tot,P_Iran_Tot,P_Iraq_Tot,P_Ireland_Tot,P_Italy_Tot,P_Japan_Tot,P_Korea_South_Tot,P_Lebanon_Tot,P_Malaysia_Tot,P_Malta_Tot,P_Mauritius_Tot,P_Myanmar_Tot,P_Nepal_Tot,P_Netherlands_Tot,P_New_Zealand_Tot,P_Nthern_Ireland_Tot,P_Pakistan_Tot,P_PNG_Tot,P_Philippines_Tot,P_Poland_Tot,P_Scotland_Tot,P_Singapore_Tot,P_South_Africa_Tot,P_SE_Europe_nfd_Tot,P_Sri_Lanka_Tot,P_Taiwan_Tot,P_Thailand_Tot,P_FYROM_Tot,P_Turkey_Tot,P_USA_Tot,P_Vietnam_Tot,P_Wales_Tot,P_Zimbabwe_Tot,P_Elsewhere_Tot,P_COB_NS_Tot,P_Y12e_Tot,P_Y11e_Tot,P_Y10e_Tot,P_Y9e_Tot,P_Y8b_Tot,P_DNGTS_Tot,P_Hghst_yr_schl_ns_Tot,pct_no_pincome,pct_pincome_1_499,pct_pincome_500_999,pct_pincome_1_999,pct_pincome_1000_1499,pct_pincome_1500_1999,pct_pincome_1000_1999,pct_pincome_2000_2999,pct_pincome_3000_more,pct_pincome_ns,pct_no_fincome,pct_fincome_1_499,pct_fincome_500_999,pct_fincome_1_999,pct_fincome_1000_1499,pct_fincome_1500_1999,pct_fincome_1000_1999,pct_fincome_2000_2999,pct_fincome_3000_3999,pct_fincome_4000_more,pct_fincome_ns,pct_no_hincome,pct_hincome_1_499,pct_hincome_500_999,pct_hincome_1_999,pct_hincome_1000_1499,pct_hincome_1500_1999,pct_hincome_1000_1999,pct_hincome_2000_2999,pct_hincome_3000_3999,pct_hincome_4000_more,pct_part_hincome,pct_hincome_ns,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_P,Non_sch_quls_Cert3a4_Level_P,Non_sch_quls_Cert1a2_Level_P,Non_sch_quls_Certnfd_Level_P,Non_sch_quls_CertTot_Level_P,pct_pgrad,pct_grad_cert_dip,pct_bach_deg,pct_adv_dip,pct_cert_iii_iv,pct_cert_i_ii,pct_others,land_area,bus_stop,coach_stop,light_rail,train_station,wharf,all_bus_stops,all_train_stations,all_transpo,ntl17_count,ntl17_min,ntl17_mean,ntl17_max,ntl17_sum,ntl19_count,ntl19_min,ntl19_mean,ntl19_max,ntl19_sum
LGA17000,Singleton,481.82795,0.0,447.0,0.0,462.31187,437.0,0.0,260.0,330.0,425.0,0.0,0.0,260.0,362.5,280.0,340.0,330.0,1537,3325,1683,1472,2904,3062,3336,2749,1741,839,343,4862,15206,2923,21.147405506502547,66.13892392675395,12.71367056674351,19291,1812,91.41354309813772,8.586456901862293,6167,1594,6159,1667,871,37,13920,2575,84.38920885116701,15.610791148832982,36,684,1981,1682,2.7,9169,595,1445,840,6077,8957,50.58479532163743,3.2825775129648016,7.971973960057375,4.634227077126778,33.52642612821361,49.41520467836257,0,19291,4,0,0,15,3,33,0,9,374,11,7,50,8,18,43,15,0,0,38,15,3,8,6,19,10,0,3,0,50,429,9,11,23,129,7,43,7,119,3,16,20,13,0,6,51,24,7,16,138,1891,6088,1376,5938,1396,811,37,1589,9.54299591566398,26.752400927254662,21.55867093498179,48.31107186223645,11.67899326636494,8.488795672811568,20.16778893917651,8.626779997792251,3.6207086874931007,9.730654597637708,0.6529382219989954,4.855181650761762,14.080026787209109,18.935208437970868,13.393604553825547,11.585467939059098,24.97907249288465,23.23790390088732,10.413527540599363,9.961493386907751,1.55700652938222,0.011362169141381537,10.91026468689477,15.067785668173014,25.978050355067786,13.570045190445446,11.258876694641701,24.828921885087148,20.206584893479665,9.205939315687539,8.03098773402195,8.469980632666235,2.143318269851517,6.1,63.6,59.7,278,186,1433,1301,4481,310,432,5220,0.26732568538267004,0.17885819237833314,1.377977363861029,1.2510457434635025,4.308943871222102,0.7135095631436731,1.894358274114604,4892.717000000001,173.0,0.0,0.0,1.0,0.0,173.0,1.0,174.0,27096,0.10000000149011612,0.5306469286864297,128.47000122070312,14378.4091796875,27096,0.09000000357627869,0.6244800028140685,212.8300018310547,16920.91015625
LGA17040,Snowy Monaro Regional,357.0532800000001,295.0,290.0,310.0,340.01048,290.0,0.0,227.5,320.0,400.0,0.0,0.0,205.0,302.5,0.0,0.0,280.0,959,2507,1175,1078,2236,2460,3039,2896,2274,1144,460,3466,12884,3878,17.134664821040143,63.69388965789993,19.17144552105992,15637,2587,85.80443371378402,14.19556628621598,7214,1170,4347,1152,785,64,12731,2001,86.41732283464567,13.582677165354333,43,675,1569,1200,2.3,7900,602,1592,991,5666,8851,47.161363500686534,3.5938152946092767,9.503910214315562,5.9160647125544745,33.824846277834155,52.838636499313466,0,15637,0,3,0,58,3,48,17,4,669,14,28,194,20,31,32,28,3,0,38,84,17,20,24,20,6,0,3,0,83,269,17,8,16,41,32,90,10,50,17,23,48,45,10,12,74,21,15,6,350,1993,7151,1002,4171,1002,734,64,1978,5.642371466062268,27.686985566026483,27.639269951091496,55.32625551711798,14.028390790886318,7.2050578551831075,21.233448646069427,3.7158535130621497,1.8609089824645115,12.221161875223665,0.7575757575757576,5.701754385964912,17.523923444976074,23.22567783094099,17.902711323763953,13.81578947368421,31.71850079744816,20.235247208931423,7.097288676236046,4.425837320574162,1.6746411483253592,0.011158342189160468,15.077045696068012,21.679064824654628,36.75611052072264,16.073326248671627,11.291179596174285,27.36450584484591,14.891073326248671,5.672157279489904,3.2943676939426143,7.9303931987247624,2.975557917109458,3.3,60.9,58.9,427,267,1802,1410,3532,257,396,4186,0.42336750679172697,0.26472862836859745,1.7866703682404963,1.3980051161038292,3.5019532411905847,0.6474449225643975,2.4083364730611354,15163.5461,30.0,9.0,0.0,0.0,0.0,39.0,0.0,39.0,87731,0.009999999776482582,0.19822047027988965,25.520000457763672,17390.080078125,87731,0.07999999821186066,0.2580177171552815,19.920000076293945,22636.15234375
LGA17080,Snowy Valleys,246.90984,0.0,235.0,0.0,246.79838999999998,237.5,0.0,220.0,270.0,0.0,0.0,0.0,220.0,270.0,240.0,0.0,250.0,809,1793,777,658,1442,1627,1933,2161,1781,987,430,2602,8598,3198,18.071954438116407,59.71662730934854,22.211418252535076,11711,1206,90.66346674924515,9.33653325075482,3546,974,3679,1140,780,44,8199,1964,80.67499754009644,19.325002459903573,45,577,1418,1120,2.3,5884,408,1040,889,3566,5903,49.91940273182319,3.461440570119624,8.823279884618648,7.542207516755747,30.253669296682787,50.08059726817681,0,11711,0,0,0,15,3,28,11,3,234,18,6,61,0,10,33,9,7,3,14,8,3,5,3,13,0,0,0,0,42,189,4,9,9,49,11,45,6,98,4,0,33,27,3,0,24,12,7,9,150,1485,3508,866,3559,1040,752,45,1587,7.1041030857917935,31.73109528653781,24.042048151915907,55.77314343845372,12.622923024754154,6.646320786707357,19.26924381146151,3.204476093591048,1.2461851475076298,13.402848423194303,1.1125827814569536,7.0198675496688745,19.549668874172184,26.569536423841058,18.039735099337747,12.874172185430465,30.91390728476821,19.04635761589404,5.19205298013245,2.7549668874172184,2.410596026490066,0.012620638455827766,17.260579064587972,21.455085374907203,38.71566443949517,16.314031180400892,11.17297698589458,27.487008166295468,14.30957683741648,4.157386785449146,2.0044543429844097,8.68596881959911,3.377876763177431,5.4,53.7,50.8,123,122,887,827,2231,172,248,2646,0.1978064391624586,0.1961982567302435,1.426457817374803,1.3299668714418964,3.587855006271912,0.6754366215303464,2.9574474928435883,8959.0028,0.0,7.0,0.0,0.0,0.0,7.0,0.0,7.0,51419,-0.03999999910593033,0.2354310640582761,36.02000045776367,12105.6298828125,51419,0.09000000357627869,0.2759960409515452,28.70000076293945,14191.4404296875
LGA17100,Strathfield,2586.0222200000007,682.29967,2420.0,680.0,1192.22536,720.0,450.0,530.0,635.0,850.0,0.0,550.0,520.0,720.0,500.0,675.0,540.0,2318,3909,2441,3854,9302,5278,4676,3912,2355,1521,752,6227,29463,4628,15.444714519569422,73.07654149511384,11.478743985316733,14801,22710,39.457759057343175,60.542240942656825,24601,1177,3031,919,1156,490,28809,2565,91.82444061962136,8.175559380378658,32,682,1894,1781,3.0,17361,738,1719,1362,12899,16718,50.9433962264151,2.165556501071041,5.044162093958156,3.9965961442530586,37.85028903430265,49.0566037735849,15,14801,125,33,56,44,60,4040,97,217,293,165,30,71,174,692,4411,235,73,30,138,472,87,3095,653,390,28,35,106,1158,24,331,22,251,35,553,67,38,122,94,27,1399,206,233,10,76,77,960,6,19,1158,2804,24402,742,2608,637,1104,482,2676,15.596222652354975,22.42066983400786,20.74315209103173,43.1638219250396,15.027274326939995,8.736582790779519,23.763857117719517,5.3111619449821115,3.7362895184468297,8.428646841456978,2.7981882234524407,4.881731253145445,12.893809763462508,17.775541016607953,14.443885254151988,12.370407649723203,26.814292903875195,20.301962757926518,9.511826874685458,12.521389028686464,1.147458480120785,0.02518752467429925,8.945913936044215,13.209632846427162,22.15554678247138,13.549151204105804,11.496249506514015,25.045400710619823,18.791946308724828,9.380181602842477,11.843663639952624,8.803789972364783,1.4607185155941569,7.0,61.9,57.5,3701,572,8689,2812,2186,203,486,2876,1.9722888355981882,0.3048228084199307,4.630428990141222,1.4985345057287502,1.1649347188915535,0.36717292832400733,1.7969624300559552,14.0009,222.0,0.0,0.0,2.0,0.0,222.0,2.0,224.0,79,9.979999542236328,39.39392553401899,130.82000732421878,3112.1201171875,79,11.0,44.54936894284018,161.27999877929688,3519.400146484375
LGA17150,Sutherland Shire,1468.80414,875.85725,1350.0,820.0,1226.8475,1165.0,400.0,500.0,650.0,800.0,0.0,560.0,480.0,680.0,510.0,650.0,550.0,13624,28029,13129,12714,26241,30160,30298,27277,19990,11056,5947,41653,139819,36993,19.066211979035547,64.00064083491634,16.93314718604811,169667,39482,81.12254899617021,18.87745100382981,98500,10008,43227,9787,4794,609,151735,15190,90.90010483750187,9.099895162498127,40,837,2312,1979,2.7,95018,4548,13780,9654,53809,81791,53.74047701191681,2.5722672488391427,7.793720907872339,5.460129292060923,30.433405539310783,46.259522988083184,4,169667,92,186,72,450,335,3007,403,932,7890,352,239,887,1031,706,1108,489,129,61,840,1143,258,228,621,564,354,158,44,217,495,3258,212,108,145,1182,410,965,285,1214,180,146,126,432,599,131,765,420,262,121,5212,9316,97876,7797,41069,7692,4236,609,9717,8.010723193430348,23.126127603739548,22.26363446126699,45.38976206500653,16.216567786305305,11.361721140413884,27.578288926719193,7.715496032531544,4.851453230248907,6.45427655206348,0.8115374402549124,3.0304036112586297,10.21806956983537,13.248473181094,12.027018056293151,10.720924057355283,22.747942113648435,23.28066914498141,14.157926181625069,15.135422198619224,1.2164763674986725,0.010739731768650463,8.315433780385582,12.980668482816428,21.296102263202005,12.472495808885164,10.651980301760267,23.12447611064543,19.86195515507125,12.032428751047778,12.743608549874267,7.91203897736798,1.9554170159262363,3.5,66.1,63.8,8547,3587,29437,20632,31728,1810,5336,38879,0.7945065916066937,0.3334380652969709,2.7363859292297,1.9178963376657665,2.9493512505554205,0.664273324397032,1.2961974860610432,333.5933,1407.0,0.0,0.0,13.0,1.0,1407.0,13.0,1420.0,1879,0.2899999916553497,3.3147098689462484,42.16999816894531,6228.33984375,1879,0.3199999928474426,3.5259287998104045,48.97000122070313,6625.22021484375
LGA17200,Sydney,1890.66106,1020.53761,1780.0,935.0,1139.81761,1009.0,545.0,780.0,1020.0,1250.0,434.0,569.0,650.0,780.0,454.0,767.5,604.0,6977,7063,8370,28589,68867,33856,21469,16072,10462,4860,1790,14040,177223,17112,6.737852429514098,85.05002999400119,8.212117576484705,82098,99761,45.14376522470705,54.85623477529295,143048,5931,11036,3167,3093,1370,160015,7630,95.44871603686363,4.551283963136389,32,953,2524,1926,2.0,49928,3892,13725,3902,122883,144402,25.692378943035045,2.002778778366696,7.062728348685226,2.007924664230948,63.234189265682076,74.30762105696495,34,82098,282,158,108,1082,468,20289,222,242,9385,409,1915,1261,713,2357,2805,5229,704,114,1943,1748,1733,3493,419,2332,137,141,211,329,538,5425,278,236,201,1820,616,1003,1211,1249,192,398,1359,6771,137,450,2685,2117,272,142,12384,26520,142564,5374,10486,2744,2998,1365,26620,10.995152375953314,17.283169172816255,16.285340826051605,33.56850999886786,14.221755642696145,10.961188131040233,25.182943773736376,9.150790955218657,7.2791552165992535,13.823447679624538,2.3090846827454627,3.869673695024705,8.607700210361529,12.477373905386234,9.50051367349934,9.040653588376305,18.541167261875643,20.730394794775208,15.0653099163446,21.47399833667629,0.8610146274644097,0.05195322102946513,10.26889713543191,10.378937756810226,20.647834892242138,10.895192161361694,10.390644205893027,21.28583636725472,17.729417135900167,13.398030975264273,13.045666857872002,7.087084274726948,1.6108073937932408,6.0,64.2,60.3,23995,4416,57191,16400,10832,935,2339,14114,1.9653405498202976,0.3616980149200431,4.684300536977396,1.3432625554095805,0.8872085365973521,0.26816107356164426,2.4117296307338467,26.7429,561.0,0.0,23.0,13.0,0.0,561.0,36.0,597.0,148,19.559999465942386,52.46993111275338,123.97000122070312,7765.5498046875,148,15.619999885559082,60.586887668918926,169.08999633789062,8966.859375
LGA17310,Tamworth Regional,356.40033,296.07692000000003,340.0,244.0,353.32502,333.0,180.0,250.0,320.0,380.0,0.0,300.0,230.0,320.0,280.0,327.5,300.0,3906,8206,3757,3195,7190,6927,7626,7694,6161,3566,1437,12112,36389,11164,20.300008380122353,60.98885443727479,18.71113718260286,50479,4048,92.5761549324188,7.423845067581197,16912,3294,14878,4489,2768,181,35084,7438,82.50787827477541,17.492121725224592,40,633,1446,1180,2.5,22636,1883,4368,3186,15473,24910,47.608631640937205,3.960375215580701,9.186892693391664,6.700879148613974,32.543221301476464,52.39136835906282,3,50479,41,0,0,45,4,132,9,14,788,51,21,107,19,33,234,21,15,4,60,37,15,175,11,51,17,3,45,44,90,418,10,32,35,421,16,116,56,147,9,49,125,48,3,0,113,70,19,31,249,5137,16716,2806,14305,3932,2592,184,4888,6.498559380849229,30.547435277292895,27.775557845590864,58.32299312288376,13.497655050579402,6.443878945929463,19.941533996508863,3.2934446570905798,1.3733201539464552,10.570148688721106,0.7279344858962693,5.738983491485766,20.869621734043935,26.608605225529704,18.523332900039,13.291303782659561,31.81463668269856,18.73781359677629,6.226439620434161,3.828155466008059,2.131808137267646,0.010717571297148114,14.443422263109474,22.4655013799448,36.90892364305428,16.85832566697332,11.361545538178472,28.219871205151797,14.650413983440664,5.170193192272309,3.072677092916283,7.6264949402023925,3.2796688132474703,5.8,58.1,54.7,853,648,4428,3719,9418,771,1139,11327,0.3256520676806548,0.2473886750962067,1.6904892798240791,1.4198124732759148,3.5955347871235723,0.7291857552990043,2.332630871663307,9884.3506,97.0,7.0,0.0,2.0,0.0,104.0,2.0,106.0,53697,0.019999999552965164,0.24930982090479914,65.83999633789061,13387.189453125,53697,0.07000000029802322,0.28162151458647594,60.790000915527344,15122.23046875
LGA17350,Temora,243.0,0.0,212.0,0.0,243.0,212.0,0.0,0.0,255.0,0.0,0.0,0.0,0.0,255.0,0.0,0.0,250.0,359,815,385,240,568,591,820,857,783,470,210,1174,3461,1463,19.25221384060348,56.75631354542473,23.991472613971798,5383,287,94.93827160493828,5.061728395061729,1398,339,1781,574,367,16,3518,957,78.61452513966479,21.3854748603352,46,546,1329,1033,2.4,2582,164,416,411,1358,2349,52.362603934293254,3.3258973838977903,8.4364226323261,8.335023321841412,27.54005272764145,47.637396065706746,0,5383,0,0,3,3,0,9,0,4,76,4,0,18,0,0,20,0,0,0,4,8,0,0,0,0,0,0,0,0,8,22,0,0,0,37,0,9,0,0,0,3,0,0,0,0,9,11,6,0,13,441,1372,288,1736,521,346,16,440,6.6221142162818944,35.439449169704325,28.29080599432969,63.73025516403402,10.733090319967598,5.893074119076549,16.626164439044143,2.288375860672337,1.3568246253543943,9.376265694613203,0.9236453201970444,5.911330049261084,23.33743842364532,29.24876847290641,21.182266009852214,13.916256157635466,35.098522167487694,15.332512315270936,5.357142857142857,2.832512315270936,2.955665024630542,0.010702054794520549,17.722602739726028,24.57191780821918,42.294520547945204,16.95205479452055,11.172945205479452,28.125,11.51541095890411,4.452054794520548,2.0976027397260277,6.078767123287673,4.366438356164384,4.9,53.6,50.9,38,57,388,290,927,83,114,1124,0.15767634854771784,0.2365145228215768,1.6099585062240664,1.2033195020746887,3.8464730290456433,0.8174273858921162,2.2946058091286305,2802.0159999999996,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,15827,0.07000000029802322,0.2162741175828884,36.459999084472656,3422.970458984375,15827,0.119999997317791,0.2883028828307639,31.31999969482422,4562.9697265625
LGA17400,Tenterfield,263.88889,0.0,252.5,0.0,263.88889,252.5,0.0,0.0,240.0,0.0,0.0,0.0,140.0,250.0,0.0,0.0,235.0,283,756,337,211,431,664,822,1299,1137,518,176,1039,3764,1831,15.661742538438348,56.73801627977088,27.60024118179077,5262,507,91.21164846593865,8.788351534061363,1665,399,1752,563,396,20,3816,979,79.58289885297184,20.41710114702816,53,454,1015,767,2.1,2676,243,708,448,1518,2917,47.84552118719828,4.344716610048275,12.658680493473987,8.010012515644556,27.141069193634895,52.15447881280172,0,5262,0,0,0,4,0,3,0,0,157,4,7,26,0,0,13,5,0,0,11,19,8,0,0,4,0,0,0,0,22,95,0,0,4,22,5,12,0,8,0,8,0,6,0,0,16,4,4,3,34,851,1649,366,1695,509,380,20,781,6.143650367186099,42.48611857424324,23.141680100304487,65.62779867454773,8.042271180368978,3.241984596095288,11.284255776464267,1.7911517105498835,0.7522837184309511,14.400859752821065,0.9378663540445488,11.313012895662368,30.01172332942556,41.32473622508793,20.046893317702228,10.023446658851114,30.070339976553345,9.55451348182884,2.1101992966002343,2.0515826494724503,2.7549824150058617,0.01904406273338312,26.21359223300971,27.40851381628081,53.62210604929052,15.90739357729649,7.6923076923076925,23.599701269604182,6.982823002240478,1.6803584764749813,1.4189693801344287,7.318894697535473,3.472740851381628,7.8,45.8,42.2,64,61,399,376,987,101,127,1217,0.219170576350125,0.20889695558371288,1.3663915619328104,1.2876271360569844,3.380021232149584,0.7807951782473203,3.160850655799459,7322.793000000001,5.0,2.0,0.0,0.0,0.0,7.0,0.0,7.0,39031,0.019999999552965164,0.17932772237532346,12.609999656677244,6999.34033203125,39031,0.029999999329447743,0.2153357717663524,12.520000457763672,8404.7705078125
LGA17420,The Hills Shire,1474.8538600000004,830.81573,1365.0,855.0,1328.12517,1260.0,390.0,532.5,600.0,710.0,0.0,600.0,545.0,675.0,595.0,600.0,625.0,9772,23856,11251,9709,16505,23631,22686,18615,13582,5649,2000,33628,102397,21231,21.38423971104441,65.11484458462634,13.500915704329245,96977,55249,63.70593722491559,36.294062775084406,81897,6434,21413,5373,2861,656,109744,8890,92.50636411146887,7.493635888531113,38,827,2464,2363,3.2,76150,2354,6423,4558,34140,47475,61.597573306370066,1.904145601617796,5.195551061678462,3.6869565217391305,27.615773508594536,38.402426693629934,363,96977,319,92,84,291,252,8067,381,639,5194,787,111,611,269,1986,5703,880,1675,174,561,1096,192,2463,778,1695,453,163,169,143,361,2281,131,684,113,2386,429,553,597,2450,132,2334,488,352,39,248,899,561,128,214,4267,5021,81324,4393,19419,3562,2347,653,4873,12.21479007093346,21.885034415264037,19.64864886724848,41.53368328251252,15.078819447252846,11.188398295008776,26.267217742261618,9.033703502996676,6.126806700259631,4.823798701036098,1.5805846562056818,3.0513747197950503,8.623450295072969,11.674825014868018,10.592890800128094,9.822041264467725,20.414932064595817,21.819387895146164,15.229424950821171,18.97616542385288,0.9995882702776888,0.011623774381703008,5.109443271381681,9.80285576902975,14.912299040411432,10.758263123784833,9.677419354838712,20.435682478623548,20.441954299333094,14.40428156293772,18.472602596533772,8.882988731628794,1.2878138523613405,4.6,68.0,64.9,10782,2669,27958,13781,15011,1034,3117,19164,1.47072062855506,0.3640654199233403,3.813615964862026,1.8797997571987832,2.0475781260656656,0.5662178936312422,1.0504562753202111,386.1588,1355.0,0.0,0.0,6.0,0.0,1355.0,6.0,1361.0,2171,0.17000000178813934,2.9196636774527867,66.51000213623047,6338.58984375,2171,0.2199999988079071,3.3312067271706587,71.13999938964844,7232.0498046875
LGA17550,Tweed,653.2486600000002,415.45416,621.25,403.0,554.32615,530.0,250.0,360.0,450.0,600.0,0.0,467.5,360.0,510.0,405.0,427.5,430.0,4779,10546,4990,3929,8219,10268,11917,13583,12026,7535,3581,15325,52906,23142,16.77191292832675,57.90113053090082,25.326956540772443,70497,13348,84.08014789194347,15.919852108056535,29064,5921,22811,6117,3996,199,57796,10312,84.85934104657309,15.140658953426913,47,539,1332,1064,2.4,35375,2859,9252,6111,22446,40668,46.51973225674947,3.7597148981497313,12.16680036295254,8.036242652183633,29.517509829964627,53.48026774325053,0,70497,0,11,5,205,24,228,28,26,4400,95,113,428,32,38,351,63,8,3,191,202,164,42,14,91,76,26,4,21,306,2530,98,16,125,467,62,524,54,311,59,29,33,168,3,13,330,35,140,64,1072,7526,28796,5182,21994,5383,3773,193,7797,6.4092785945348885,35.71391000184099,26.510270099676514,62.2241801015175,11.537753465008024,5.473003182284407,17.010756647292432,2.4366830602530047,1.3504983825579255,10.568603213844252,0.8480856319473035,5.961300946891725,24.034582132564847,29.99588307945657,19.905310827501033,12.918896665294358,32.82420749279539,16.558254425689586,5.1543845203787555,3.3182379580074106,1.930835734870317,0.012594386664767062,16.301467445505054,24.698675024932328,41.00014247043738,17.02236785866933,10.511468870209432,27.53383672887876,12.625730160991594,4.262715486536544,2.6385525003561763,7.237498219119532,3.4420857672033054,7.1,50.6,47.0,1544,1140,7529,6727,14867,881,1920,17670,0.36436836130993255,0.26902845329878444,1.7767677411285507,1.5875038643341428,3.5084614168359893,0.6610076295525396,2.2492194635006264,1307.6562,159.0,12.0,0.0,0.0,0.0,171.0,0.0,171.0,6937,0.029999999329447743,0.5785008012964898,69.12000274658203,4013.06005859375,6937,0.09000000357627869,0.5934136159588078,45.459999084472656,4116.51025390625
LGA17620,Upper Hunter Shire,332.90812999999997,0.0,312.5,0.0,332.90812999999997,312.5,170.0,230.0,257.5,0.0,0.0,0.0,230.0,300.0,275.0,0.0,250.0,858,2054,804,650,1668,1756,1855,1849,1435,833,352,2912,8582,2620,20.631996599121443,60.80487459260309,18.563128808275472,11559,1057,91.62175015852884,8.378249841471149,3723,746,3576,1054,707,30,8045,1791,81.79137860919073,18.20862139080927,41,630,1589,1242,2.4,5625,391,974,755,3468,5588,50.16498706858111,3.487023990011594,8.686346205297422,6.7332560420939975,30.928386694015874,49.83501293141889,4,11559,8,0,4,7,0,39,3,3,247,3,6,33,0,3,31,4,0,0,66,14,3,9,4,11,6,0,3,5,22,184,11,3,6,84,0,31,3,37,0,7,6,6,0,0,20,35,4,11,60,1497,3681,638,3438,943,665,30,1348,7.397480568212275,29.875815241668896,24.515322076297693,54.391137317966596,11.444652908067546,6.47726257482355,17.92191548289109,5.896542481908336,2.412221924417046,11.980702224604665,1.0806317539484622,5.7356608478803,18.453865336658357,24.18952618453865,16.708229426433913,12.136325852036574,28.844555278470487,20.25491825990579,7.869215849265724,5.8464948739262965,2.1612635078969245,0.012790697674418604,14.864341085271318,20.503875968992244,35.368217054263575,15.406976744186045,10.65891472868217,26.065891472868213,15.775193798449614,6.3565891472868215,4.321705426356589,7.228682170542637,3.6046511627906983,4.8,59.0,56.2,143,107,914,787,2347,149,249,2743,0.2330090759479233,0.17434944843655795,1.4893027651496635,1.282364634762347,3.8242818269215095,0.6485147708200942,2.611982858353294,8096.0892,11.0,0.0,0.0,3.0,0.0,11.0,3.0,14.0,44484,0.03999999910593033,0.19653517890561772,12.770000457763672,8742.6708984375,44484,0.05000000074505806,0.2393613434043701,14.699999809265135,10647.75
LGA17640,Upper Lachlan Shire,376.44444,0.0,331.25,0.0,376.44444,331.25,0.0,0.0,285.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,285.0,455,888,438,297,631,777,1189,1212,1072,559,184,1343,4544,1815,17.437029343027785,58.99766294468969,23.565307712282525,6433,516,92.57447114692762,7.425528853072383,2287,422,1910,571,423,16,4619,1010,82.05720376621069,17.942796233789306,48,609,1498,1161,2.4,3456,220,586,450,1637,2893,54.43376909749566,3.465112616160025,9.229799968498977,7.0877303512364165,25.78358796660892,45.56623090250433,0,6433,0,0,0,5,0,10,3,0,179,7,5,24,4,0,3,10,0,0,13,9,0,0,5,0,5,0,0,0,12,69,0,0,4,7,4,26,0,5,0,3,4,0,3,0,24,0,12,0,42,750,2268,372,1848,514,410,16,698,7.004259346900143,30.57264552768575,25.44565388862597,56.01829941631172,12.572961034863546,7.083136141347215,19.65609717621076,3.6598832623442186,2.0192459378450858,11.642214860388075,0.9751340809361289,6.143344709897611,19.84397854705022,25.98732325694783,17.113603120429055,13.651877133105804,30.76548025353486,17.89371038517796,7.362262311067772,4.631886884446613,2.2915650901999025,0.01828847481021394,15.49344375431332,21.842650103519674,37.336093857832985,15.38992408557626,11.490683229813664,26.880607315389923,13.457556935817804,6.142167011732229,3.554175293305728,7.59144237405107,3.209109730848861,3.9,57.8,55.7,135,107,541,550,1251,103,168,1519,0.3775273357756089,0.2992253698369641,1.512905841885959,1.538074330937666,3.498419978187309,0.7578511703347409,2.4217679465309434,7127.3957,15.0,0.0,0.0,1.0,0.0,15.0,1.0,16.0,40285,0.059999998658895486,0.2042507194830582,11.8100004196167,8228.240234375,40285,0.059999998658895486,0.248695549095507,10.75,10018.7001953125
