LGA_CODE,Age_0_4_yr_P,Age_5_14_yr_P,Age_15_19_yr_P,Age_20_24_yr_P,Age_25_34_yr_P,Age_35_44_yr_P,Age_45_54_yr_P,Age_55_64_yr_P,Age_65_74_yr_P,Age_75_84_yr_P,Age_85ov_P,Age_below_15_yr,Age_15_64_yr,Age_over_65_yr,Age_below_15_yr_pct,Age_15_64_yr_pct,Age_over_65_yr_pct,Birthplace_Australia_P,Birthplace_Elsewhere_P,BP_Aus_pct,BP_Non_Aus_pct,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_P,Sec_Edu_Yr10_or_above,Sec_Edu_Yr9_or_below,Yr10_above_pct,Yr9_below_pct,Median_age_persons,Median_tot_prsnl_inc_weekly,Median_tot_fam_inc_weekly,Median_tot_hhd_inc_weekly,Average_household_size,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_Married,P_Tot_Single,MS_Married_pct,MS_Separated_pct,MS_Divorced_pct,MS_Widowed_pct,MS_Never_Married_pct,MS_Single_pct,P_Afghanistan_Tot,P_Australia_Tot,P_Bangladesh_Tot,P_Bosnia_Herzegov_Tot,P_Cambodia_Tot,P_Canada_Tot,P_Chile_Tot,P_China_Tot,P_Croatia_Tot,P_Egypt_Tot,P_England_Tot,P_Fiji_Tot,P_France_Tot,P_Germany_Tot,P_Greece_Tot,P_Hong_Kong_Tot,P_India_Tot,P_Indonesia_Tot,P_Iran_Tot,P_Iraq_Tot,P_Ireland_Tot,P_Italy_Tot,P_Japan_Tot,P_Korea_South_Tot,P_Lebanon_Tot,P_Malaysia_Tot,P_Malta_Tot,P_Mauritius_Tot,P_Myanmar_Tot,P_Nepal_Tot,P_Netherlands_Tot,P_New_Zealand_Tot,P_Nthern_Ireland_Tot,P_Pakistan_Tot,P_PNG_Tot,P_Philippines_Tot,P_Poland_Tot,P_Scotland_Tot,P_Singapore_Tot,P_South_Africa_Tot,P_SE_Europe_nfd_Tot,P_Sri_Lanka_Tot,P_Taiwan_Tot,P_Thailand_Tot,P_FYROM_Tot,P_Turkey_Tot,P_USA_Tot,P_Vietnam_Tot,P_Wales_Tot,P_Zimbabwe_Tot,P_Elsewhere_Tot,P_COB_NS_Tot,P_Y12e_Tot,P_Y11e_Tot,P_Y10e_Tot,P_Y9e_Tot,P_Y8b_Tot,P_DNGTS_Tot,P_Hghst_yr_schl_ns_Tot,pct_no_pincome,pct_pincome_1_499,pct_pincome_500_999,pct_pincome_1_999,pct_pincome_1000_1499,pct_pincome_1500_1999,pct_pincome_1000_1999,pct_pincome_2000_2999,pct_pincome_3000_more,pct_pincome_ns,pct_no_fincome,pct_fincome_1_499,pct_fincome_500_999,pct_fincome_1_999,pct_fincome_1000_1499,pct_fincome_1500_1999,pct_fincome_1000_1999,pct_fincome_2000_2999,pct_fincome_3000_3999,pct_fincome_4000_more,pct_fincome_ns,pct_no_hincome,pct_hincome_1_499,pct_hincome_500_999,pct_hincome_1_999,pct_hincome_1000_1499,pct_hincome_1500_1999,pct_hincome_1000_1999,pct_hincome_2000_2999,pct_hincome_3000_3999,pct_hincome_4000_more,pct_part_hincome,pct_hincome_ns,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_P,Non_sch_quls_Cert3a4_Level_P,Non_sch_quls_Cert1a2_Level_P,Non_sch_quls_Certnfd_Level_P,Non_sch_quls_CertTot_Level_P,pct_pgrad,pct_grad_cert_dip,pct_bach_deg,pct_adv_dip,pct_cert_iii_iv,pct_cert_i_ii,pct_others
LGA12150,270,524,201,215,440,378,568,546,439,239,105,794,2348,783,20.229299363057322,59.82165605095542,19.94904458598726,3160,104,96.81372549019608,3.1862745098039214,866,235,825,295,274,28,1926,597,76.33769322235435,23.662306777645657,43,519,1218,976,2.4,1293,109,224,246,1250,1829,41.41575912876361,3.4913516976297245,7.174887892376682,7.879564381806533,40.038436899423445,58.58424087123638,0,3160,0,0,0,0,0,3,0,0,24,0,0,13,3,0,11,3,0,0,3,3,0,0,0,0,0,0,0,0,3,15,0,3,0,3,5,5,0,3,0,10,0,0,0,0,0,3,0,0,3,658,849,198,809,281,268,28,599,6.252003847386983,33.02340493747996,23.244629689002885,56.268034626482844,10.22763706316127,4.26418723949984,14.49182430266111,1.6030779095864058,1.7954472587367747,19.58961205514588,1.5538290788013318,7.880133185349612,23.97336293007769,31.8534961154273,18.64594894561598,10.76581576026637,29.41176470588235,13.873473917869035,4.550499445061043,2.6637069922308547,4.217536071032186,0.016200294550810016,19.14580265095729,22.901325478645067,42.047128129602356,16.863033873343152,9.572901325478645,26.435935198821795,10.088365243004418,3.681885125184094,1.6936671575846833,8.762886597938145,5.670103092783505,9.0,50.0,45.4,28,19,193,157,439,47,49,537,0.1871282496825503,0.12697988371315913,1.2898482924547217,1.049254828577157,2.9339036289514135,0.6415825703401724,4.457662233509323
LGA12350,661,1505,739,655,1071,1261,1663,1812,1673,996,433,2166,7201,3102,17.371080279092148,57.751223033122145,24.877696687785708,10532,754,93.31915647705121,6.680843522948786,2929,683,3510,1160,842,39,7122,2041,77.72563570882899,22.274364291171015,47,509,1225,959,2.3,4884,409,1034,843,3138,5424,47.38067520372526,3.96779200620877,10.031043849437332,8.178114086146682,30.442374854481958,52.61932479627474,0,10532,0,3,3,9,3,19,12,0,203,7,8,39,3,6,19,5,0,0,18,19,4,5,0,6,8,0,0,0,38,72,6,0,3,28,3,24,5,32,3,6,10,0,0,0,16,10,8,8,82,1169,2886,586,3398,1076,813,39,1122,6.434394409937888,37.412655279503106,26.921583850931675,64.33423913043478,10.034937888198758,4.784549689440993,14.819487577639752,1.9021739130434783,1.2616459627329193,11.24805900621118,0.6682867557715675,7.806804374240583,25.789793438639126,33.59659781287971,21.2636695018226,11.330498177399758,32.59416767922236,14.671931956257595,4.434993924665856,2.764277035236938,2.2478736330498177,0.010375596596804317,19.755135920315418,25.772981946461922,45.52811786677734,17.264992737082384,9.649304835028014,26.914297572110396,10.76986926748288,3.382444490558207,1.9298609670056028,6.453621083212285,3.9842290931728574,6.5,50.0,46.7,99,97,727,665,1944,169,232,2343,0.19158200290275762,0.1877116594097726,1.4068698597000484,1.2868892114175132,3.7619738751814222,0.7760038703434929,2.6163522012578615
LGA12380,16880,27486,12528,17158,42160,30455,24715,20582,13403,7431,3282,44366,147598,24116,20.532210292484265,68.30710847834135,11.16068122917438,90056,112879,44.3767708872299,55.6232291127701,98764,8007,26075,8031,11626,6512,132846,26169,83.54306197528535,16.45693802471465,32,501,1436,1379,3.2,91536,5430,11355,7946,55455,80186,53.30476001910064,3.1620875601262504,6.612431721037491,4.627246363308138,32.29347433642748,46.69523998089936,6137,90056,991,463,358,121,426,14131,814,829,1369,1800,71,345,668,1232,14307,833,2417,2921,274,1297,135,4369,10587,975,1383,265,863,4933,100,2695,58,4653,53,4023,326,262,275,290,179,4856,830,655,127,3571,276,4738,52,132,9422,13142,97509,5895,23942,6730,11382,6485,12518,15.18624641833811,30.797050807184288,23.445616977659746,54.24266778484404,12.799054208307126,5.921098609266895,18.72015281757402,2.9573461923730986,0.9801523516667832,7.913434435203951,2.5485025428517614,7.376153701262008,19.42550386136749,26.801657562629497,17.61537012620079,12.87436428705971,30.4897344132605,18.29346392917687,6.990016952345075,4.569598794499906,1.6500282539084574,0.022491939484126984,12.340339781746032,17.923797123015873,30.264136904761905,15.815662202380953,11.99311755952381,27.808779761904763,17.04644097222222,7.114955357142857,4.946366567460317,8.316282242063492,2.253844246031746,9.5,55.9,50.6,10075,1721,26260,14553,16780,1481,2897,21159,1.2513460509009071,0.21375350407945024,3.2615729326707514,1.8075274519861937,2.0841277155451334,0.5437610928877589,2.0248828454429266
LGA12700,483,1178,557,373,815,1000,1320,1447,1058,559,179,1661,5512,1796,18.51934440851823,61.45612665849035,20.024528932991416,7772,434,94.711186936388,5.288813063611991,2325,506,2642,702,417,13,5473,1132,82.86146858440576,17.138531415594247,45,578,1474,1226,2.5,3953,212,705,426,2024,3367,54.002732240437155,2.8961748633879782,9.631147540983607,5.819672131147541,27.650273224043715,45.997267759562845,0,7772,0,0,0,3,0,7,3,0,191,0,3,28,0,3,3,3,0,0,10,8,0,3,0,8,0,0,0,0,14,49,0,0,0,12,0,17,0,13,0,0,0,0,0,0,17,0,6,4,29,763,2307,430,2559,620,394,13,680,7.931316434995912,32.39302262196784,24.434450804033798,56.82747342600164,12.25129463068956,6.827473426001635,19.078768056691196,3.9384028345598256,2.2076860179885527,10.016353229762878,0.9307972480777014,6.434641845406718,19.34439498178875,25.77903682719547,17.887494941319304,13.193039255362201,31.080534196681505,18.170781060299475,7.284500202347228,4.694455685957102,1.8615944961554027,0.011059907834101382,14.1321044546851,21.321044546851,35.4531490015361,16.712749615975422,11.674347158218126,28.387096774193548,14.439324116743471,6.359447004608295,3.9938556067588324,8.049155145929339,2.2119815668202767,5.5,56.2,53.2,136,97,650,666,1603,98,182,1885,0.3244429600648886,0.23140417004628083,1.5506465003101293,1.5888162603177634,3.8241328307648264,0.6679708001335941,2.092179970418436
LGA12730,494,1086,507,477,865,977,1119,1362,1010,671,295,1580,5307,1976,17.826920907142053,59.87814509759674,22.2949339952612,7262,568,92.74584929757343,7.254150702426565,2347,775,1893,724,491,41,5015,1256,79.97129644394833,20.028703556051667,45,595,1399,1080,2.3,3420,247,714,588,2299,3848,47.05558613098514,3.3984589983489264,9.823885525591635,8.090258668134286,31.63181067694001,52.94441386901486,0,7262,0,0,0,3,0,6,0,3,118,0,0,17,11,4,33,0,0,0,8,22,4,14,0,6,0,0,0,3,20,70,4,3,3,18,0,24,0,28,0,15,52,0,0,4,7,0,3,3,37,1020,2327,704,1825,664,459,41,966,6.221672847136382,31.50666117291581,26.57601977750309,58.0826809504189,12.443345694272764,5.713500892734515,18.15684658700728,2.9254223320972392,1.3322345831616536,13.281142700178547,0.9502262443438914,6.877828054298643,19.32126696832579,26.199095022624434,19.90950226244344,12.986425339366516,32.89592760180995,17.375565610859727,5.656108597285068,3.981900452488688,2.760180995475113,0.017185185185185185,17.333333333333332,22.192592592592593,39.525925925925925,16.918518518518518,10.37037037037037,27.288888888888888,12.91851851851852,4.355555555555555,2.7555555555555555,7.0814814814814815,4.355555555555555,5.0,55.1,52.4,90,85,560,504,1330,98,140,1570,0.2370417193426043,0.22387273493468185,1.4749262536873156,1.3274336283185841,3.5029498525073746,0.6268436578171092,3.018331226295828
LGA12750,1474,3838,1799,1278,2615,3405,4667,6778,6609,3382,1388,5312,20542,11379,14.266913759299547,55.171487658797304,30.561598581903148,28881,4969,85.32053175775481,14.6794682422452,11587,2309,9593,3000,1810,77,23489,4887,82.77769946433607,17.222300535663944,54,512,1184,939,2.2,15911,1213,3893,2672,8224,16002,49.85742487387585,3.8009588568921755,12.198790461567386,8.372763450631403,25.770062357033186,50.14257512612414,0,28881,4,8,0,64,30,40,109,11,1836,19,40,317,43,13,77,26,0,0,75,109,8,9,8,27,60,15,5,11,189,454,22,0,14,104,38,246,12,120,38,19,0,27,7,3,114,39,57,15,475,3383,11487,2050,9331,2715,1742,77,3455,5.525260122853203,37.96226651623417,27.507208223642973,65.46947473987714,10.4550582925912,4.124357527892691,14.579415820483892,1.9211483013664286,1.128243700639338,11.376457314779993,0.8254716981132075,7.262185534591195,27.437106918238992,34.699292452830186,23.01493710691824,11.723663522012579,34.73860062893082,12.775157232704403,3.341194968553459,2.20125786163522,2.289701257861635,0.012179700499168054,18.469217970049918,28.039933444259567,46.509151414309486,18.821963394342763,9.211314475873545,28.033277870216306,9.584026622296173,2.841930116472546,1.6439267886855242,6.735440931780366,3.4342762063227954,7.1,43.7,40.7,711,617,2948,2660,6483,440,901,7822,0.38602701646179904,0.33499109586066106,1.6005733397037745,1.4442079659470963,3.5198497155018895,0.7280762715545325,2.357968118837684
LGA12850,12090,25843,14169,15335,27090,24772,27133,24942,15253,8601,3585,37933,133441,27439,19.079738246492937,67.11885037698741,13.801411376519642,80775,107149,42.98280155807667,57.017198441923334,77619,8744,26677,9903,16582,10505,113040,36990,75.34493101379725,24.65506898620276,36,439,1263,1222,3.3,77345,6232,13775,8951,54579,83537,48.075608209743784,3.873646523538991,8.562176004773685,5.5637050757698185,33.92486418617372,51.92439179025621,307,80775,80,924,7384,63,1673,4048,1938,430,1027,1372,108,498,454,443,747,469,1550,18752,129,3476,58,96,2472,539,981,205,404,75,120,2807,60,325,21,2381,485,200,96,112,867,212,156,1509,787,652,205,30805,25,55,14582,10892,76178,6394,24142,8365,16271,10494,10644,14.244690174725418,37.9796246915422,22.85788875006993,60.837513441612124,11.1026162194417,4.330530019082428,15.433146238524127,1.7199047743363107,0.6526563111865292,7.112089059615492,2.5099795540843153,9.469379807224223,23.014312140979456,32.48369194820368,17.54843734787265,12.039723493330737,29.58816084120339,15.433745497030474,5.925421088501606,3.569272709570636,1.8868659332100088,0.024254188087993563,14.064631203441401,20.59769873745322,34.66232994089462,15.820305669219739,11.256251530094778,27.076557199314518,14.639946840135698,6.174588185919631,4.289511418878747,8.38142202637009,2.350225579687336,10.5,49.9,44.7,2620,782,14810,11534,17364,1725,2844,21927,0.43010258439121607,0.12837413015035531,2.4312287308526375,1.893436339071865,2.8504966699881966,0.7500529420165901,2.217654890282801
LGA12870,632,1462,672,518,985,1198,1542,1883,1875,1093,411,2094,6798,3379,17.06462391003178,55.39890799445848,27.536468095509736,10208,845,92.35501673753733,7.644983262462681,3044,1366,2792,980,735,26,7202,1741,80.53225986805323,19.467740131946773,49,559,1299,1017,2.3,5356,411,950,821,2653,4835,52.55617701893828,4.032970267883427,9.321950740849768,8.056127956039642,26.032774016288883,47.44382298106172,0,10208,4,0,0,0,0,11,4,3,296,3,0,46,3,3,23,10,0,0,12,16,5,14,0,3,8,0,3,0,39,106,3,10,8,48,6,51,0,7,3,5,0,7,0,0,10,6,5,3,48,1227,3002,1267,2692,900,711,26,1219,6.0162920796937875,33.958190205123174,26.3617626852488,60.31995289037197,12.847188144076945,5.201688095004417,18.048876239081363,2.0904897438413976,1.0108941014819903,12.513494945529493,0.7330482590103848,7.025045815516188,23.701893708002444,30.72693952351863,19.54795357361026,12.09529627367135,31.643249847281613,16.401954795357362,4.642638973732438,2.2296884544899207,3.2987171655467318,0.012645107794361525,16.87396351575456,25.145107794361525,42.01907131011609,17.412935323383085,10.012437810945274,27.425373134328357,11.940298507462687,3.441127694859038,1.5754560530679933,7.255389718076286,5.0787728026534,4.9,51.3,48.7,100,107,654,683,2028,146,215,2389,0.18950520191779263,0.20277056605203814,1.239364020542364,1.2943205290985238,3.8431654948928347,0.6841137789232314,2.791411624249086
LGA12900,628,1319,631,481,1001,984,1236,1221,1122,710,254,1947,5554,2086,20.30875143423386,57.93261708563679,21.758631480129342,8216,386,95.51267147175075,4.487328528249244,2443,583,2366,762,546,24,5392,1332,80.19036287923855,19.80963712076145,42,571,1326,1069,2.4,3723,301,615,585,2418,3919,48.71761319026433,3.9387594870452762,8.047631510075897,7.655064119340486,31.64093169327401,51.28238680973567,0,8216,0,0,0,11,0,14,3,0,92,3,0,12,3,3,21,0,5,0,3,19,3,3,0,4,3,0,0,7,13,55,3,0,0,35,0,15,0,17,0,4,0,7,0,0,4,5,5,0,15,984,2408,489,2276,673,512,24,891,7.2570081215614355,32.25045847524234,26.70945768928478,58.959916164527115,11.86795913020697,5.632695834424941,17.50065496463191,2.632957820277705,1.2313335079905685,12.418129421011265,0.9500206526228832,6.402313093762908,22.470053696819495,28.872366790582404,20.57001239157373,11.97852127220157,32.5485336637753,16.150351094589013,5.741429161503511,3.3044196612969845,3.180503923998348,0.0097393297049556,17.0438269836723,23.77542251503867,40.819249498710974,17.75995416786021,9.7393297049556,27.499283872815813,12.718418791177314,4.583213978802635,2.262961902033801,6.731595531366371,4.411343454597537,5.4,54.6,51.6,92,79,588,513,1392,131,173,1691,0.23413839615198637,0.20105362278268393,1.4964497493192173,1.305576056804011,3.5426157330822283,0.7736747003283028,2.819840684091314
LGA12930,8556,16060,8900,11199,24425,19243,19255,16677,11582,7179,3763,24616,99699,22524,16.76393873562201,67.896812154809,15.339249109568984,73047,66916,52.190221701449666,47.809778298550334,79629,5398,17460,5344,5494,1810,102487,12648,89.01463499370304,10.985365006296956,37,640,1817,1654,2.9,64949,2895,8286,6361,39732,57274,53.13975274702797,2.368621290591787,6.779411403745613,5.204421426409104,32.50779313222552,46.86024725297202,9,73047,859,325,71,142,295,23654,701,1317,1934,737,101,297,2299,3602,2144,1579,161,92,285,1140,302,546,1631,1260,220,121,135,4810,113,2179,64,233,75,2248,217,278,351,414,179,209,590,661,1695,124,341,1141,82,90,4834,6878,78893,3836,15977,4221,5233,1806,7002,14.239545748345238,25.980380124853752,22.899127005555417,48.87950713040917,14.32954517562161,8.213675003886339,22.543220179507948,5.1381491208692305,2.9748901597898922,6.22468766107852,2.520089512765741,5.419082494151154,14.578883124809277,19.997965618960432,14.835723731054827,12.119825043230597,26.955548774285425,20.582850167836437,9.84131827891364,10.146475434848947,1.2079137422439223,0.023808056531295578,9.80670076621269,14.899036585115343,24.705737351328033,14.369055689077875,11.641092007148579,26.010147696226454,18.6561492163267,9.32807460816335,9.169902015159918,7.8983587025738995,1.8508247570920893,6.5,60.9,56.9,9934,1918,25021,11845,12334,908,2689,15934,1.5113365454686527,0.2918002309451254,3.806638987736175,1.8020718120672632,1.8764671785595293,0.547239536344951,1.4529156441741125
LGA12950,250,541,233,216,410,428,552,607,511,354,134,791,2446,999,18.673276676109538,57.743153918791315,23.58356940509915,3679,158,95.88219963513161,4.117800364868387,943,233,1130,409,327,9,2306,745,75.58177646673222,24.41822353326778,45,537,1199,998,2.4,1716,119,258,268,1081,1726,49.85473561882626,3.457292271934922,7.495642068564788,7.78617083091226,31.406159209761764,50.14526438117374,0,3679,0,0,0,0,0,0,0,0,32,3,0,9,4,3,18,0,0,0,3,0,0,0,3,0,0,0,0,0,7,21,0,0,0,13,0,4,0,3,0,0,0,0,0,0,3,0,0,0,17,403,934,195,1099,373,323,9,387,6.785090273733256,34.65346534653465,27.169481654047758,61.82294700058241,10.13395457192778,5.445544554455446,15.579499126383226,1.8345952242283052,1.4560279557367501,12.521840419336051,1.3489208633093526,7.553956834532374,24.3705035971223,31.924460431654676,20.593525179856115,10.161870503597122,30.755395683453237,13.758992805755396,5.215827338129497,2.697841726618705,3.5071942446043165,0.015743073047858942,17.758186397984886,24.496221662468514,42.2544080604534,17.191435768261965,9.634760705289672,26.826196473551637,11.083123425692696,4.030226700251889,2.0780856423173804,7.997481108312343,4.156171284634761,5.8,55.0,51.9,34,14,240,190,628,57,72,750,0.202284626368396,0.08329366968110423,1.4278914802475011,1.1304140885292717,3.7363160399809616,0.7674916706330319,2.950975725844836
LGA13010,455,1059,472,386,809,929,1072,1368,1297,706,279,1514,5036,2282,17.142210144927535,57.01992753623188,25.837862318840582,7219,581,92.55128205128204,7.448717948717949,2114,436,2314,734,621,27,4864,1382,77.87383925712456,22.126160742875438,47,478,1111,838,2.2,3429,291,790,614,2196,3891,46.84426229508197,3.9754098360655736,10.792349726775956,8.387978142076502,30.0,53.15573770491804,0,7219,0,0,0,3,0,18,0,0,190,3,0,23,3,0,25,5,0,0,11,3,8,6,0,7,5,0,0,10,27,73,0,3,7,23,0,23,6,11,0,0,0,3,0,7,13,4,11,0,63,1035,2096,384,2235,663,610,27,1059,5.909649242527638,39.647877712569944,25.13989354442473,64.78777125699467,8.598334925617579,3.5894636276784495,12.187798553296028,1.7606114371502661,0.8188890405350076,14.535280469496383,1.0909090909090908,10.272727272727273,27.5,37.77272727272727,21.727272727272727,10.954545454545455,32.68181818181818,11.545454545454545,2.9545454545454546,1.9545454545454546,2.590909090909091,0.015195791934541203,23.348918760958504,26.651081239041496,50.0,16.68614845119813,8.737580362361193,25.423728813559322,8.357685563997663,2.3085914669783754,1.3734658094681473,6.63354763296318,4.383401519579193,8.1,47.9,44.1,88,67,496,521,1247,128,198,1579,0.22974701720491866,0.1749210244628358,1.2949377333368144,1.3602067723154845,3.2556196642560633,0.8511082682818578,3.2556196642560633
LGA13310,1742,3632,1741,1669,3567,3518,4040,3954,3250,1760,738,5374,18489,5748,18.148660970585258,62.43963391982709,19.411705109587654,24472,2945,89.25848925848926,10.741510741510742,8512,1596,7412,2177,1364,129,17520,3670,82.6805096743747,17.319490325625296,42,625,1505,1196,2.4,11235,913,2278,1655,8160,13006,46.34709789200115,3.7663462728435295,9.397302091497876,6.8272761024710205,33.66197764118642,53.65290210799885,6,24472,18,3,18,24,21,77,17,23,690,28,26,101,32,13,145,23,23,11,43,57,7,66,38,29,22,0,6,33,88,314,31,24,15,152,21,102,13,50,8,18,16,46,14,9,63,24,16,26,322,2193,8425,1381,7133,1934,1292,129,3000,6.993728338009572,29.69962039940584,25.358970127083676,55.05859052648952,13.199372833800957,7.385707212411289,20.585080046212248,3.7052318864499094,1.2625845849150026,12.394784617923749,0.7355838696965716,6.094837777485879,19.492972546959148,25.587810324445027,17.74596085642979,12.793905162222513,30.539866018652305,20.13660843294365,7.2244844345199,4.4003677919348485,2.062261920399317,0.010498448055504839,16.277159028665327,21.051670622603616,37.32882965126894,15.911995618039073,11.192258535694723,27.104254153733795,15.272959649443125,5.870001825817053,3.3412452072302354,6.874201205039255,3.158663501917108,6.3,56.0,52.5,508,341,1935,2068,4907,331,572,5811,0.37187783666656904,0.2496266580773623,1.4165031770665573,1.5138648941465842,3.592134930163099,0.6610348159643934,2.573131094257855
LGA13340,627,1610,677,399,887,1084,1429,1573,1241,558,259,2237,6049,2058,21.626063418406805,58.47834493426141,19.895591647331788,8918,614,93.55853965589593,6.441460344104071,2731,815,2475,809,502,17,6021,1328,81.92951421962171,18.07048578037828,44,600,1439,1168,2.5,4487,234,726,533,2137,3630,55.27904398176666,2.882838487125785,8.944191203646668,6.566465442897622,26.327460884563266,44.72095601823334,0,8918,0,0,0,6,0,5,8,0,196,19,3,49,3,3,9,0,0,0,21,3,9,3,0,5,6,0,0,0,44,89,5,0,5,24,0,10,0,12,0,5,0,9,0,0,17,3,5,3,34,822,2685,718,2356,711,463,17,740,7.49045213748922,30.984353825304915,27.20216828877664,58.186522114081555,13.564124676604656,6.184550942466428,19.748675619071086,2.5502032770728102,1.798694098804977,10.22545275348035,0.6993006993006993,5.631210894368789,20.35333087964667,25.984541774015458,19.10195068089805,13.47073978652926,32.57269046742731,18.365844681634155,5.520794994479205,4.232609495767391,2.42914979757085,0.01056910569105691,15.447154471544716,21.84281842818428,37.289972899728994,17.398373983739837,11.409214092140921,28.80758807588076,13.929539295392955,4.390243902439025,3.1978319783197833,7.777777777777778,3.5501355013550135,4.6,59.6,56.9,123,101,708,702,1692,117,196,2007,0.27369217418393005,0.22473910237867425,1.5753988562782315,1.5620480185131618,3.7649362497496717,0.6964687034111391,2.178411695333882
LGA13450,1793,3573,1624,1537,3518,3097,3323,3035,2050,1418,669,5366,16134,4137,20.93068611772048,62.93248039942271,16.136833482856808,18126,4819,78.99760296360863,21.002397036391372,6924,1428,5944,1577,1617,292,14296,3486,80.39590597233158,19.604094027668427,37,674,1555,1331,2.7,10515,666,1206,1335,6559,9766,51.84655588974903,3.2838617425176277,5.946452344558947,6.582515655046596,32.34061436812781,48.15344411025097,108,18126,9,0,0,5,12,68,0,18,230,170,13,28,4,20,978,10,12,5,28,1055,4,23,15,85,8,8,12,7,28,432,0,121,11,222,4,35,7,88,3,30,155,36,4,88,34,3,6,43,532,2694,6830,1208,5706,1371,1540,288,2467,7.235154862892089,26.193529295719078,28.86170842375222,55.05523771947129,13.414874728743342,6.15506016965871,19.569934898402053,2.9197080291970803,1.568356677845729,13.651607812191754,1.3128756722556154,5.362227143309079,17.24137931034483,22.603606453653907,18.11135716545397,14.457450173995571,32.56880733944954,19.677317304650426,7.118000632711167,4.381524833913319,2.720658019614046,0.013680858591815073,12.654794197428942,19.235758933836536,31.89055313126548,16.688288713291662,12.265597358179031,28.95388607147069,16.417030310178088,5.967684868498644,3.8801745488854817,7.736761410543696,3.7858237999764124,4.8,60.7,57.8,290,207,1632,1213,3599,252,397,4246,0.28488069393007653,0.20334587463284773,1.6031906637720168,1.1915871784040788,3.5354676463942947,0.6375433460711023,2.9617768696523474
LGA13510,583,1436,607,482,972,1174,1377,1636,1514,969,391,2019,6248,2874,18.122251144421504,56.081141728749664,25.79660712682883,9536,615,93.9414835976751,6.058516402324894,2836,626,3058,951,691,29,6520,1671,79.59956049322427,20.40043950677573,47,539,1280,964,2.3,4681,264,822,761,2594,4441,51.315500986625736,2.894102170576628,9.01118175838632,8.342468756851568,28.436746327559746,48.684499013374264,0,9536,0,0,0,10,0,15,0,0,187,3,0,28,3,7,31,5,0,0,10,4,0,0,5,7,6,3,0,3,16,76,3,0,8,39,4,24,3,7,0,5,17,3,0,0,16,11,0,0,46,990,2800,560,2975,854,672,29,914,6.247944755014798,35.876356461690236,27.32653732324893,63.202893784939164,10.96130658774526,4.822974898607914,15.784281486353173,2.4772552888304284,1.644195988161789,10.643428696700648,0.8437394532568343,6.479919001012488,24.637192035099563,31.11711103611205,19.439757003037464,12.082348970637867,31.52210597367533,15.254809314883564,4.589942625717178,3.3074586567667903,2.463719203509956,0.014959723820483314,18.849252013808975,25.408515535097813,44.25776754890679,16.110471806674337,9.597238204833141,25.70771001150748,10.840046029919447,3.567318757192175,2.4165707710011506,7.963176064441887,3.751438434982739,5.5,50.8,48.1,102,81,649,647,1704,151,208,2060,0.220349967595593,0.17498379779650033,1.4020306761719594,1.3977100885720457,3.6811406351263773,0.775545474184489,2.616115791747678
LGA13550,918,1609,702,664,1520,1376,1532,1573,1192,801,318,2527,7367,2311,20.704629250307253,60.360507988529285,18.93486276116346,10502,583,94.74064050518719,5.25935949481281,3092,677,3178,922,679,42,6947,1643,80.8731082654249,19.12689173457509,40,618,1586,1253,2.5,4664,381,744,763,3133,5021,48.15694372741353,3.9339184305627257,7.681982447083119,7.878162106350025,32.348993288590606,51.84305627258647,3,10502,0,0,0,8,4,32,0,4,120,0,6,22,3,7,18,4,0,0,9,9,3,10,0,0,7,0,0,0,10,93,3,5,14,43,5,17,0,40,0,4,0,3,0,4,20,10,7,0,37,1120,3058,581,3099,842,651,42,1055,6.713488948564346,31.48109894649866,24.746953108861806,56.228052055360465,11.991324106589548,7.064656062796943,19.05598016938649,4.823383598430077,2.5511258004544515,10.627969427804173,0.9110901665095822,5.372290292177191,19.101476594407792,24.473766886584983,16.49387370405278,12.943763744894753,29.437637448947534,19.164310398994658,7.9484762802387685,5.7807100219918315,2.7646874018221803,0.010809618354290756,15.596735054048091,19.788219722038384,35.384954776086474,14.934921685418045,10.964041473637767,25.898963159055814,15.332009706596073,6.750496360026473,4.367968232958305,7.1475843812045,4.037061548643282,5.5,58.8,55.5,116,100,771,654,1878,149,233,2266,0.2299716500465891,0.1982514224539561,1.5285184671200016,1.296564302848873,3.7231617136852955,0.7573204337741123,2.5039154655934657
