LGA_CODE,Age_0_4_yr_P,Age_5_14_yr_P,Age_15_19_yr_P,Age_20_24_yr_P,Age_25_34_yr_P,Age_35_44_yr_P,Age_45_54_yr_P,Age_55_64_yr_P,Age_65_74_yr_P,Age_75_84_yr_P,Age_85ov_P,Age_below_15_yr,Age_15_64_yr,Age_over_65_yr,Age_below_15_yr_pct,Age_15_64_yr_pct,Age_over_65_yr_pct,Birthplace_Australia_P,Birthplace_Elsewhere_P,BP_Aus_pct,BP_Non_Aus_pct,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_P,Sec_Edu_Yr10_or_above,Sec_Edu_Yr9_or_below,Yr10_above_pct,Yr9_below_pct,Median_age_persons,Median_tot_prsnl_inc_weekly,Median_tot_fam_inc_weekly,Median_tot_hhd_inc_weekly,Average_household_size,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_Married,P_Tot_Single,MS_Married_pct,MS_Separated_pct,MS_Divorced_pct,MS_Widowed_pct,MS_Never_Married_pct,MS_Single_pct,P_Afghanistan_Tot,P_Australia_Tot,P_Bangladesh_Tot,P_Bosnia_Herzegov_Tot,P_Cambodia_Tot,P_Canada_Tot,P_Chile_Tot,P_China_Tot,P_Croatia_Tot,P_Egypt_Tot,P_England_Tot,P_Fiji_Tot,P_France_Tot,P_Germany_Tot,P_Greece_Tot,P_Hong_Kong_Tot,P_India_Tot,P_Indonesia_Tot,P_Iran_Tot,P_Iraq_Tot,P_Ireland_Tot,P_Italy_Tot,P_Japan_Tot,P_Korea_South_Tot,P_Lebanon_Tot,P_Malaysia_Tot,P_Malta_Tot,P_Mauritius_Tot,P_Myanmar_Tot,P_Nepal_Tot,P_Netherlands_Tot,P_New_Zealand_Tot,P_Nthern_Ireland_Tot,P_Pakistan_Tot,P_PNG_Tot,P_Philippines_Tot,P_Poland_Tot,P_Scotland_Tot,P_Singapore_Tot,P_South_Africa_Tot,P_SE_Europe_nfd_Tot,P_Sri_Lanka_Tot,P_Taiwan_Tot,P_Thailand_Tot,P_FYROM_Tot,P_Turkey_Tot,P_USA_Tot,P_Vietnam_Tot,P_Wales_Tot,P_Zimbabwe_Tot,P_Elsewhere_Tot,P_COB_NS_Tot,P_Y12e_Tot,P_Y11e_Tot,P_Y10e_Tot,P_Y9e_Tot,P_Y8b_Tot,P_DNGTS_Tot,P_Hghst_yr_schl_ns_Tot,pct_no_pincome,pct_pincome_1_499,pct_pincome_500_999,pct_pincome_1_999,pct_pincome_1000_1499,pct_pincome_1500_1999,pct_pincome_1000_1999,pct_pincome_2000_2999,pct_pincome_3000_more,pct_pincome_ns,pct_no_fincome,pct_fincome_1_499,pct_fincome_500_999,pct_fincome_1_999,pct_fincome_1000_1499,pct_fincome_1500_1999,pct_fincome_1000_1999,pct_fincome_2000_2999,pct_fincome_3000_3999,pct_fincome_4000_more,pct_fincome_ns,pct_no_hincome,pct_hincome_1_499,pct_hincome_500_999,pct_hincome_1_999,pct_hincome_1000_1499,pct_hincome_1500_1999,pct_hincome_1000_1999,pct_hincome_2000_2999,pct_hincome_3000_3999,pct_hincome_4000_more,pct_part_hincome,pct_hincome_ns,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_P,Non_sch_quls_Cert3a4_Level_P,Non_sch_quls_Cert1a2_Level_P,Non_sch_quls_Certnfd_Level_P,Non_sch_quls_CertTot_Level_P,pct_pgrad,pct_grad_cert_dip,pct_bach_deg,pct_adv_dip,pct_cert_iii_iv,pct_cert_i_ii,pct_others
LGA14850,2256,5453,2785,2444,4395,5124,6124,6691,4429,2270,1148,7709,27563,7847,17.878429462649876,63.923096546765926,18.198473990584198,35360,4048,89.72797401542833,10.27202598457166,14267,2518,10370,2752,1850,107,27155,4709,85.22156665829776,14.778433341702236,43,550,1351,1067,2.4,14546,1396,4080,2016,13383,20875,41.0660342734536,3.9411648457129953,11.51859066655374,5.691538917591259,37.782671296688406,58.9339657265464,0,35360,11,0,3,85,9,64,7,16,1052,29,55,220,5,19,108,47,12,4,51,172,42,28,3,49,7,5,3,3,116,528,25,26,49,160,20,98,15,112,11,15,17,47,3,0,150,52,24,34,453,3727,14170,2079,9936,2357,1685,107,3494,6.279811464536706,35.43789337021253,28.19000310462589,63.627896474838415,11.47300386667043,5.1254551099319805,16.59845897660241,2.314357483559595,1.0273489317264541,10.152126668736416,0.6598845202089634,6.415543946476033,23.004307579506918,29.419851525982953,20.548070754284666,14.563284758500595,35.11135551278526,16.643754009714968,4.9399688387865455,2.9694803409403354,1.4205847310054074,0.01018895887365691,17.45708287019884,24.212671359762876,41.66975422996171,17.938742744226257,11.41163393849574,29.350376682721997,12.43052982586143,3.9212053847103867,2.297147091515376,6.891441274546128,2.420649623317278,7.8,55.6,51.3,981,722,4517,2885,6739,604,890,8239,0.476620802238806,0.3507851368159204,2.194593439054726,1.4016829912935322,3.274156560945274,0.7258628731343284,2.0736162935323383
LGA14870,1178,2413,1193,1100,2256,2345,2865,3091,2751,1382,516,3591,12850,4649,17.027027027027028,60.92935040303461,22.04362256993836,16782,1966,89.51354811179858,10.486451888201408,4940,1184,5933,1702,1104,49,12057,2855,80.85434549356223,19.14565450643777,45,510,1328,984,2.3,7938,677,1879,1224,5784,9564,45.35481659238944,3.8681293566449546,10.735915895326247,6.993486458690436,33.04765169694892,54.64518340761055,4,16782,7,3,5,13,14,53,15,4,542,26,15,78,13,16,63,14,12,19,31,52,3,6,19,25,12,8,0,0,57,208,11,3,12,94,19,103,6,27,8,15,4,23,6,3,42,40,25,0,168,2342,4888,1032,5748,1548,1065,49,2540,7.230637324949986,34.98142326378965,21.931980565875964,56.91340382966562,10.580165761646185,5.2643612460703055,15.84452700771649,3.7267790797370677,1.8405258645327236,14.444126893398114,0.8607498087222647,7.84238714613619,24.33052792654935,32.17291507268554,16.35424636572303,10.864575363427697,27.218821729150726,16.296863045141546,6.503442999234889,5.202754399387911,2.352716143840857,0.014374761480727643,20.926090828138914,22.999618369164228,43.92570919730314,14.641903065767714,9.133698002798626,23.775601068566342,12.046813382521307,4.884874697875588,3.6890980791247934,6.462282152397914,3.7781452741381503,7.7,48.3,44.5,231,189,1107,1153,3604,293,398,4292,0.23926666321404527,0.1957636335387643,1.1466155678699053,1.1942617432285463,3.7329742607074423,0.7157284168004557,3.0690351649489873
LGA14900,15611,30691,14886,14554,29760,29691,27132,20680,12609,6433,2283,46302,136703,21325,22.660402290412566,66.90304898937993,10.436548720207508,105550,83346,55.877308148399116,44.122691851600884,82371,9275,30077,8829,9827,4141,121723,22797,84.225712704124,15.774287295876002,33,584,1663,1550,3.2,81921,5983,11333,7082,51704,76102,51.84118767521184,3.7861577112192526,7.171740822538491,4.48162609240427,32.71928769862615,48.158812324788165,255,105550,702,1451,1652,129,1276,2589,1769,1413,1932,6541,107,518,937,343,5265,861,932,9885,200,2682,87,196,4169,588,685,427,150,438,151,3414,92,1310,61,3945,692,358,164,493,997,544,132,679,1167,670,282,6651,56,393,12938,15427,81128,6784,27652,7101,9490,4124,13244,12.77446625409722,28.853917511421592,22.949491881493856,51.80340939291545,14.44182897351203,7.236417479782832,21.67824645329486,3.3283976865737754,1.2522621714314641,9.163218041687232,1.6058591636391744,6.386720259720183,16.76393290561954,23.150653165339723,15.674035711525082,13.078766329133494,28.752802040658576,21.150575867666383,8.933678596274252,5.924866661513488,1.6715621859782022,0.015411570585333493,10.776192015241465,16.12261214214027,26.898804157381733,15.013523398030177,12.1506455508871,27.16416894891728,18.985489989283344,8.670284246517086,6.169731403201388,8.176977903277935,2.3933862928878833,7.5,57.4,53.1,4952,1302,18632,14169,22026,1822,3240,27090,0.6427203997533989,0.16898666407086538,2.4182484830786204,1.8389954249002238,2.858755962231091,0.6569973068561602,2.156721502968948
LGA14920,456,986,424,335,773,820,1005,1188,976,543,191,1442,4545,1710,18.734571911134207,59.048980122125506,22.216447966740287,6505,342,95.00511172776397,4.9948882722360155,1791,439,2066,664,456,25,4296,1145,78.95607425105679,21.04392574894321,45,533,1287,1032,2.3,3005,262,611,481,1895,3249,48.04924848097218,4.189318835944995,9.76974736168852,7.69107771026543,30.30060761112888,51.950751519027826,0,6505,0,0,0,6,0,7,4,0,122,0,0,11,0,0,13,0,0,0,3,9,0,6,0,0,0,0,0,3,13,52,10,0,0,10,0,10,3,8,0,0,0,0,0,0,9,4,4,4,22,842,1765,389,2005,597,440,25,774,7.298684632659609,34.39204363169714,25.2967597048444,59.68880333654155,10.811677895412256,5.421880012832852,16.233557908245107,2.5344882900224577,1.6843118383060636,12.560153994225217,1.104417670682731,7.479919678714859,22.84136546184739,30.32128514056225,20.582329317269075,12.14859437751004,32.730923694779115,15.110441767068274,4.216867469879518,3.5642570281124497,2.9116465863453813,0.013392857142857142,17.891483516483518,23.660714285714285,41.5521978021978,17.20467032967033,10.233516483516484,27.438186813186814,11.881868131868131,3.64010989010989,2.541208791208791,7.417582417582418,4.18956043956044,7.4,52.2,48.3,53,47,388,397,1080,114,141,1330,0.17331589274035317,0.15369522563767168,1.2688031393067365,1.2982341399607586,3.5317200784826683,0.8338783518639634,3.0837148463047743
LGA14950,198,440,189,115,253,304,429,484,372,231,101,638,1774,704,20.474967907573813,56.93196405648266,22.593068035943517,2643,147,94.73118279569891,5.268817204301075,757,198,823,235,169,4,1778,408,81.33577310155535,18.664226898444646,46,585,1408,1114,2.5,1394,88,193,195,616,1092,56.074014481094125,3.5398230088495577,7.763475462590506,7.843925985518905,24.778761061946902,43.925985518905875,0,2643,0,0,0,0,0,6,0,0,47,0,0,3,0,3,0,0,0,0,0,0,3,0,0,7,0,0,0,0,8,28,0,0,0,0,0,10,0,6,5,0,0,0,0,0,4,0,0,0,9,332,752,163,810,211,163,4,288,5.915492957746479,32.354124748490946,26.31790744466801,58.672032193158955,12.112676056338028,5.754527162977867,17.867203219315897,3.1388329979879277,1.5694164989939638,12.83702213279678,0.5006257822277848,5.882352941176471,20.40050062578223,26.2828535669587,20.150187734668336,13.892365456821027,34.04255319148936,15.644555694618273,4.755944931163955,5.006257822277847,1.2515644555694618,0.01526032315978456,17.0556552962298,21.364452423698385,38.42010771992819,17.594254937163374,11.041292639138241,28.635547576301615,11.669658886894075,4.129263913824057,3.5008976660682225,9.425493716337522,2.6929982046678638,4.0,54.3,52.1,32,28,180,178,503,43,56,603,0.2402582776484721,0.2102259929424131,1.3514528117726556,1.3364366694196261,3.776559801786921,0.7432990464749606,2.5827764847210752
LGA15050,5761,11142,4943,4808,10574,10183,9977,8843,6554,3253,1280,16903,49328,11087,21.861662226131042,63.79885666985695,14.339481104012004,66989,6151,91.59010117582717,8.409898824172819,22498,4711,20223,5912,2747,153,47432,8812,84.33255102766518,15.667448972334826,36,644,1664,1415,2.7,29543,2210,5460,3100,20095,30865,48.90577406965965,3.6584558336644153,9.038537941994438,5.131770626407098,33.2654615282744,51.09422593034035,6,66989,39,9,3,83,25,162,22,30,1412,77,20,270,28,42,407,46,6,14,82,66,12,41,10,88,31,3,3,9,118,782,43,58,22,359,67,261,18,309,18,38,30,76,5,6,136,51,62,116,544,4166,22310,3998,19427,5159,2529,153,4077,7.976028871304175,30.720458232625898,24.93626460947588,55.65672284210178,13.824785617322782,8.166407310532067,21.99119292785485,5.193192729199086,2.095818296195742,7.08704433334437,0.6790530981797605,4.993869659530322,18.23540507403565,23.229274733565973,16.330283881920213,13.491464679807601,29.821748561727812,21.772139960388568,8.247665754975007,5.936998962557767,1.442987833631991,0.009126419158179097,11.878947176285912,19.194684773482276,31.07363194976819,15.598875625159712,12.36082210783777,27.95969773299748,18.157923557113133,7.034643887124448,4.9611214543861575,7.3850983827985255,2.515241119994159,7.3,62.0,57.4,1260,784,5653,5226,13886,972,1334,16197,0.37085656092349173,0.23075519346350595,1.6638509038892846,1.538171736020768,4.087074765860004,0.6787263726107713,1.5490619683653466
LGA15240,4118,9820,4782,3453,6705,8264,11361,14612,15411,8365,3421,13938,49177,27197,15.43316502790327,54.45234298875011,30.11449198334662,74289,8449,89.7882472382702,10.211752761729798,22398,5108,26425,9023,5199,211,53931,14433,78.88801123398281,21.111988766017202,52,476,1108,887,2.2,37812,3130,8908,6601,19914,38553,49.51483009231978,4.098736332089308,11.665029791134682,8.644012309304,26.07739147515223,50.485169907680216,3,74289,18,8,10,94,34,122,56,68,3108,41,50,377,32,32,205,52,19,17,131,132,23,43,21,59,100,25,11,19,347,946,75,11,52,304,64,333,19,210,28,32,8,85,7,4,185,26,71,46,698,7568,22116,4473,25665,8368,4970,207,7818,6.553642730902664,41.31308502978334,25.798258820449043,67.11134385023237,9.204686784054461,4.025659488119395,13.230346272173856,1.8236564770570138,1.0682725666033908,10.2127381030307,1.0147787218620383,8.452462449160391,29.887649498650987,38.34011194781138,20.718398904683283,11.198808037691782,31.917206942375067,11.891434784359522,3.1691700559739058,2.1463375347320097,2.408086014577377,0.013161525302135643,19.927156337950443,28.707024998620387,48.634181336570826,17.2727774405386,8.978533193532366,26.25131063407097,9.008884719386348,2.717841178742895,1.6003531813917555,6.724242591468462,3.747033828155179,9.0,43.2,39.3,1076,906,5552,6012,15546,1234,2276,19050,0.2585177514721817,0.2176738688046437,1.3339131562951234,1.4444318976308146,3.7350529408796813,0.8433060480179906,2.3785555200507424
LGA15270,1686,3218,1325,1105,2677,2756,3410,3164,2823,1425,487,4904,14437,4735,20.368832031898986,59.96427978069446,19.666888187406546,19525,1811,91.51199850018747,8.488001499812524,6312,1403,6056,1736,1198,62,13771,2996,82.13156796087553,17.86843203912447,42,547,1433,1131,2.4,9272,799,1857,1300,5953,9909,48.339502632813726,4.16558052239195,9.681455607111204,6.777540274229707,31.035920963453417,51.660497367186274,0,19525,7,4,3,21,8,36,14,5,562,18,8,77,19,3,50,5,0,0,30,32,8,13,6,17,20,0,0,3,65,231,3,0,3,78,16,57,3,71,10,4,0,21,0,3,50,23,16,18,177,2740,6250,1211,5860,1577,1140,59,2360,7.467515524709075,33.601210666388354,22.355581067682515,55.95679173407087,10.113239054427803,5.875906695193863,15.989145749621667,5.202734436153003,2.4839534519647235,12.899859103480665,0.871853923342655,7.682184569830564,21.02319460437572,28.705379174206286,16.31847343313045,11.120250041125185,27.438723474255635,17.5357789110051,7.139332126994572,5.987826945221253,2.1220595492679717,0.013803331051791011,17.351129363449694,21.446497832534792,38.79762719598448,14.738763404061146,9.776408852384211,24.515172256445357,14.077116130504221,5.66963267168606,4.357745836185261,7.58612822267853,3.616244581336984,6.5,54.1,50.6,260,216,1610,1307,4121,319,448,4888,0.2386634844868735,0.19827427941986414,1.4778777308610245,1.1997429777859372,3.782816229116945,0.7040572792362768,2.649164677804296
LGA15300,1036,1846,755,769,1640,1642,1823,1606,1224,631,176,2882,8235,2031,21.91968360206876,62.63310009126863,15.44721630666261,10675,688,93.94526093461234,6.054739065387662,3399,750,2839,928,687,55,6988,1670,80.7114807114807,19.288519288519286,38,669,1480,1240,2.5,4478,411,707,603,4075,5796,43.58575043799883,4.000389332295113,6.881448316137824,5.869184348841737,39.6632275647265,56.414249562001174,0,10675,0,3,3,7,0,7,6,0,80,45,0,11,3,13,54,4,0,0,10,8,3,3,8,5,0,9,0,0,11,90,17,0,6,50,3,15,0,38,8,9,4,11,0,0,15,3,3,10,84,1799,3353,673,2732,856,666,55,1576,6.326034063260341,27.036496350364963,23.912408759124087,50.948905109489054,13.70316301703163,6.67639902676399,20.37956204379562,3.0072992700729926,2.491484184914842,16.846715328467152,1.2349588347055098,7.7580747308423055,17.447751741608613,25.20582647245092,16.49778340721976,12.824572514249525,29.322355921469285,18.04939835338822,5.889803673210893,4.844838505383154,4.02153261557948,0.013879709187045605,14.452522582066534,18.902842035690682,33.35536461775722,16.633619740030845,11.544393038114123,28.178012778144964,14.232209737827715,5.419695968274951,3.3707865168539324,8.680326063009474,5.375633399427187,6.4,57.5,53.8,114,106,819,657,1635,131,181,1947,0.21957279608621122,0.2041641788170034,1.577457192935149,1.265432693233691,3.1491361543943452,0.6009360734991044,3.599838209518673
LGA15350,1493,3521,1575,1280,3407,4088,4273,3390,3000,1542,910,5014,18013,5452,17.605955265283193,63.250114119175535,19.143930615541276,16952,9515,64.04957116409113,35.950428835908866,17798,1027,1892,555,222,45,20717,822,96.1836668369005,3.8163331630994937,42,1295,3671,2522,2.4,12196,490,2070,1224,7483,11267,51.979712739206406,2.088394493457785,8.82240122746452,5.216724204065977,31.89276733580531,48.020287260793594,0,16952,19,11,7,142,31,520,62,46,2428,31,169,219,46,207,231,57,76,11,210,160,194,89,23,146,10,14,9,76,123,801,49,15,43,151,93,229,126,488,18,53,43,93,14,36,537,63,67,36,1210,2008,17720,706,1613,292,140,45,1911,9.407903150176905,14.27597084274692,13.909373801099791,28.18534464384671,12.685962743509954,10.797561703397417,23.48352444690737,10.426701905452065,19.421117694701394,9.075408158915554,0.931222562192364,1.7560196887056005,4.696022349341493,6.452042038047093,6.6648929094053475,6.106159372089929,12.771052281495278,15.059199148596514,14.40734335506186,37.24890248769456,0.9445257416522549,0.013904034896401308,5.797891675754271,8.896764812795347,14.694656488549619,9.614685568884042,9.033078880407125,18.647764449291166,14.422028353326063,14.15848782260996,25.94511086877499,9.133042529989094,1.6085059978189749,3.9,62.1,59.7,3317,723,7415,2308,1070,119,441,1632,2.226368743581655,0.4852772389537342,4.976944297153443,1.549128447448435,0.7181834656715015,0.37587172035144006,1.6209467940155853
LGA15520,638,1356,600,434,1089,1112,1496,1822,1784,994,341,1994,6553,3119,17.09240528030173,56.171781244642546,26.73581347505572,9785,814,92.32003019152751,7.679969808472498,3045,1590,2166,1021,759,26,6801,1806,79.01707912164517,20.982920878354825,49,558,1333,1061,2.3,5340,330,847,760,2408,4345,55.136809499225606,3.4073309241094476,8.745482705214249,7.847186370676304,24.863190500774394,44.863190500774394,0,9785,3,0,0,3,0,12,3,0,231,14,0,32,7,7,21,0,3,0,12,36,4,0,0,15,11,0,0,11,38,90,9,3,0,55,0,57,3,33,3,15,6,13,0,0,14,5,5,0,45,1083,3023,1499,2072,933,717,26,1052,6.586146381748735,33.93207391349231,26.891710539898835,60.82378445339114,12.23288943945494,5.078971817900278,17.31186125735522,2.3536698668318365,1.486528336946423,11.438009703726644,1.5414258188824663,7.032755298651252,21.772639691714836,28.80539499036609,19.62106615285806,12.684649967886962,32.305716120745025,16.987797045600512,4.688503532434169,3.275529865125241,2.7617212588310855,0.016364043936337145,16.700291414481057,23.335574983187627,40.035866397668684,17.260703878054247,10.087424344317418,27.348128222371667,13.203317641784354,3.7435552566689085,2.3537323470073974,7.173279533736831,4.5057162071284464,3.7,53.6,51.6,103,112,763,708,1757,107,168,2033,0.21295511402402464,0.2315628424338909,1.5775218640808817,1.4638079682428102,3.632642090681663,0.568569479190357,2.7105257717038476
LGA15560,218,569,251,174,436,448,542,535,373,220,70,787,2386,663,20.51616266944734,62.20020855057351,17.283628779979146,3107,231,93.07968843618933,6.920311563810665,920,281,878,292,261,9,2079,562,78.72018174933737,21.279818250662625,41,659,1461,1197,2.5,1511,138,226,174,1000,1538,49.557231879304695,4.526074122663169,7.412266316825189,5.706789111183995,32.797638570022954,50.44276812069531,0,3107,3,0,0,0,0,3,0,0,39,0,0,3,4,3,16,0,0,3,11,14,0,3,0,3,4,0,0,0,11,31,4,0,0,15,0,9,0,15,0,0,0,3,0,0,6,0,0,3,14,497,904,245,839,263,247,9,399,6.93717277486911,26.832460732984295,27.421465968586386,54.253926701570684,14.986910994764397,6.18455497382199,21.171465968586386,2.225130890052356,1.7342931937172774,13.678010471204189,0.3171247357293869,5.602536997885835,19.027484143763214,24.63002114164905,19.3446088794926,14.587737843551798,33.9323467230444,17.970401691331922,4.651162790697675,3.2769556025369977,2.3255813953488373,0.010294117647058823,12.941176470588236,21.691176470588236,34.63235294117647,18.014705882352942,12.573529411764707,30.58823529411765,13.602941176470589,3.6029411764705883,2.1323529411764706,9.705882352941176,4.705882352941177,4.5,58.9,56.1,28,25,227,191,514,30,68,608,0.1885014137606032,0.1683048337148243,1.5282078901306047,1.2858489295812576,3.4603473811767875,0.6597549481621112,3.1775952605358824
LGA15650,1242,2383,988,975,2272,2077,2267,1801,1265,617,203,3625,10380,2085,22.529521441889372,64.51211932877564,12.95835922933499,13589,1271,91.44683714670255,8.553162853297442,3682,1044,4270,1294,739,38,8996,2071,81.28670823167977,18.713291768320232,35,640,1665,1346,2.5,5619,572,1082,655,4524,6833,45.12528107934468,4.593639575971731,8.689367169932542,5.260199164792804,36.331513009958236,54.87471892065532,0,13589,11,0,0,15,3,47,3,0,219,11,9,15,4,12,82,7,3,3,53,3,4,3,9,19,5,0,3,3,27,218,9,3,5,108,3,31,5,40,3,20,3,24,0,3,23,14,12,30,123,1219,3624,917,4127,1169,686,38,1354,8.724240237350653,28.033036645016438,22.179456338705798,50.212492983722235,11.282174645176811,7.569561382407184,18.851736027583996,7.68984042979713,2.5418972015074974,11.97979312003849,1.2673653424323665,6.848647331221057,18.30368023397514,25.1523275651962,13.965391177187424,11.455032902754082,25.420424079941505,21.0577626127224,8.822812576163782,6.385571533024616,2.3153789909822082,0.013023094287202639,14.047577704462581,19.083174162180935,33.130751866643514,14.151762458760201,11.026219829831568,25.17798228859177,17.503038722000348,7.292932800833478,4.809862823406841,7.362389303698559,3.4207327661052265,8.2,58.9,54.0,137,99,746,757,2831,218,238,3284,0.20723664306891754,0.14975494645126158,1.1284564651781932,1.145095903672778,4.282386398015369,0.6897803594118714,2.3960791432201853
LGA15700,917,2250,1015,758,1449,1740,2449,3321,3015,1582,706,3167,10732,5303,16.49307363816269,55.89001145713988,27.616914904697428,15653,1760,89.89260897030954,10.107391029690461,4837,1123,5297,1815,1070,48,11257,2933,79.33051444679352,20.669485553206485,51,467,1080,835,2.3,7201,690,2037,1337,4785,8849,44.86604361370716,4.299065420560748,12.69158878504673,8.330218068535826,29.813084112149536,55.13395638629284,0,15653,0,5,0,27,5,18,5,4,670,23,13,78,7,4,24,6,0,0,34,27,9,3,7,15,6,0,3,3,60,245,7,0,11,42,7,72,9,38,5,9,0,23,0,0,41,4,23,0,154,1800,4794,972,5127,1692,1031,48,1782,6.152599426505423,42.91858870465029,24.934546814611643,67.85313551926194,8.814362298965216,3.8274529360428873,12.641815235008103,1.602044632838798,0.841540954993143,10.908864231392595,1.176701313983134,8.687978034908806,30.849186114924496,39.5371641498333,20.611884683271228,10.590311825848206,31.202196509119435,11.688566385565798,3.0398117277897625,1.9219454795057855,2.353402627966268,0.012621990891346779,22.316200390370852,28.66623292127521,50.98243331164606,16.590761223162005,8.249837345478204,24.840598568640207,8.44502277163305,2.5374105400130125,1.4443721535458687,6.701366297983084,3.786597267404034,9.4,42.9,38.9,210,207,1261,1182,3273,272,456,4000,0.2371996882518383,0.23381112127681203,1.4243276518360386,1.335095388160347,3.6969265697536513,0.8222922526063727,2.490596726644302
LGA15750,943,1845,777,648,1491,1529,1759,1785,1308,742,256,2788,7989,2306,21.31009707253688,61.06397615225866,17.625926775204466,10905,550,95.19860323003056,4.801396769969446,3259,738,3144,980,698,34,7141,1712,80.66192251214278,19.338077487857223,40,632,1531,1242,2.5,5153,362,767,706,3304,5139,50.06801399144967,3.5172949863972014,7.452390205985231,6.859696851923824,32.102603964244075,49.93198600855033,0,10905,7,0,4,8,0,18,0,0,95,3,0,27,0,0,18,0,0,0,11,6,3,0,0,3,0,0,0,9,25,86,8,8,4,49,3,13,6,18,3,9,0,5,0,0,39,3,7,9,34,1626,3223,627,3058,894,664,34,1395,6.522161741835148,29.101866251944013,24.776438569206842,53.878304821150856,13.092923794712286,6.9887247278382585,20.081648522550545,3.5381026438569205,1.9440124416796267,14.035769828926906,0.9146341463414634,7.073170731707317,17.98780487804878,25.0609756097561,16.28048780487805,13.689024390243903,29.96951219512195,18.841463414634145,7.317073170731708,4.4817073170731705,2.682926829268293,0.014889943892965041,15.407854984894259,18.752697453603798,34.16055243849806,15.817867932671557,11.890375485541648,27.708243418213208,15.019421665947347,6.107034958998705,3.452740612861459,7.876564523090203,4.186447993094519,6.0,58.4,54.9,125,101,795,597,1809,137,202,2150,0.24051875084181562,0.19433915068018703,1.5296992553539475,1.1487175540205115,3.4807873621827556,0.652286852283004,3.1844682611456387
LGA15800,378,777,325,298,547,643,734,853,706,390,199,1155,3400,1295,19.743589743589745,58.119658119658126,22.136752136752136,4859,274,94.66199103837911,5.338008961620885,1285,346,1461,492,354,30,3092,876,77.92338709677419,22.076612903225808,44,575,1349,1030,2.3,2270,182,354,404,1478,2418,48.42150170648464,3.882252559726963,7.551194539249146,8.617747440273039,31.52730375426621,51.57849829351536,4,4859,0,0,0,6,0,9,0,0,64,0,8,17,0,0,15,0,0,0,0,16,0,4,0,3,0,0,0,3,14,30,0,3,0,12,0,12,0,9,0,3,0,8,0,0,4,0,3,4,22,720,1275,307,1398,458,345,30,713,5.968876572159454,31.656363248774248,26.945214240034108,58.60157748880836,12.023022809635473,5.5212108292474955,17.544233638882968,1.8119803879769771,1.0658708164570454,15.007461095715199,0.9116409537166901,7.012622720897616,21.458625525946704,28.47124824684432,20.336605890603085,11.991584852734922,32.328190743338006,16.97054698457223,4.417952314165498,2.805049088359046,2.664796633941094,0.013876040703052728,18.917668825161886,22.525439407955595,41.443108233117485,17.391304347826086,9.666975023126735,27.05827937095282,12.44218316373728,3.6077705827937097,1.9888991674375578,7.770582793709528,4.301572617946346,6.1,52.6,49.5,36,50,317,282,769,76,98,936,0.15463917525773196,0.21477663230240548,1.361683848797251,1.211340206185567,3.3032646048109964,0.7474226804123711,3.5481099656357387
LGA15850,455,924,369,326,659,667,790,891,767,425,179,1379,3702,1371,21.373217606943584,57.37755734655921,21.249225046497212,5484,235,95.89089001573701,4.109109984262983,1613,347,1592,515,343,18,3552,876,80.21680216802169,19.78319783197832,42,586,1358,1078,2.5,2425,206,415,428,1597,2646,47.82094261486886,4.06231512522185,8.183790179451785,8.440149871820154,31.49280220863735,52.17905738513113,0,5484,4,0,0,3,0,3,0,0,62,0,0,13,0,0,11,0,0,0,6,5,0,0,0,3,0,0,0,0,9,25,4,0,3,3,0,12,0,4,5,3,0,3,0,0,9,0,0,0,17,727,1598,301,1532,465,331,18,618,7.236061684460261,30.88177145116647,25.780941083432186,56.662712534598654,12.257809410834321,6.385923289837881,18.643732700672203,2.5108738631870304,1.3444049031237644,13.602214313958086,1.1592434411226358,6.65039658328249,22.39170225747407,29.04209884075656,17.022574740695546,12.629652226967663,29.65222696766321,16.778523489932887,5.674191580231849,3.111653447223917,2.7455765710799267,0.014273356401384083,16.219723183391004,22.96712802768166,39.186851211072664,15.181660899653979,10.769896193771626,25.951557093425606,12.975778546712803,4.7145328719723185,2.2491349480968856,8.953287197231834,4.541522491349481,7.4,55.1,51.0,36,40,395,318,923,83,96,1107,0.14147050732895822,0.15718945258773137,1.5522458443038472,1.2496561480724644,3.627146618461901,0.7034228003300979,2.880496718670177
