stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding,platform_code,transportation
210357,210357,Samuel St After Fazzolari Av,-33.67302386,151.2898506,,,0,,bus_stop
210356,210356,Samuel St After Mona Vale Rd,-33.67536043,151.2897621,,,0,,bus_stop
210349,210349,Samuel St After Parkland Rd,-33.67035679,151.2903753,,,0,,bus_stop
210358,210358,Samuel St Before Minmai Rd,-33.67121113,151.2888661,,,0,,bus_stop
210352,210352,Samuel St Before Mona Vale Rd,-33.67561602,151.2899257,,,0,,bus_stop
210350,210350,Samuel St Before Whitney St,-33.67137754,151.2892623,,,0,,bus_stop
210351,210351,Samuel St Opp Fazzolari Av,-33.67340051,151.2901603,,,0,,bus_stop
2210298,2210298,Samuel St Opp Georges River College Peakhurst,-33.96588785,151.0564008,,,0,,bus_stop
210359,210359,Samuel St Opp Parkland Rd,-33.6702245,151.2902933,,,0,,bus_stop
274939,274939,"Samuel Terry Public School, Grays Lane",-33.71331073,150.7093092,,,0,,bus_stop
222694,222694,Samuels Av Opp Sixth Av,-34.01055043,151.0736096,,,0,,bus_stop
2304270,2304270,"San Clemente High School, Grebert St",-32.89537796,151.7434834,,,0,,bus_stop
278336,278336,San Jose Av At Loftus St,-33.71779849,150.4306032,,,0,,bus_stop
278341,278341,San Jose Av At Park Rd,-33.71642552,150.4307103,,,0,,bus_stop
2170841,2170841,San Marino Dr After Sicilia St,-33.94455929,150.871738,,,0,,bus_stop
2170840,2170840,San Marino Dr Before Sicilia St,-33.94460818,150.8719024,,,0,,bus_stop
217368,217368,"Sanananda Park, Bardia Pde",-33.95128231,150.9487605,,,0,,bus_stop
2155336,2155336,Sanctuary Dr After Alford Rd,-33.70240788,150.9391832,,,0,,bus_stop
2155351,2155351,Sanctuary Dr After Crosby Av,-33.70151955,150.9393474,,,0,,bus_stop
2155350,2155350,Sanctuary Dr After Wilson Av,-33.70436594,150.9407929,,,0,,bus_stop
2155353,2155353,Sanctuary Dr At Bridgewater Cres,-33.69508659,150.9356468,,,0,,bus_stop
2155352,2155352,Sanctuary Dr At Bridgewood Dr,-33.69490525,150.9356816,,,0,,bus_stop
2756341,2756341,Sanctuary Dr Opp Nutwood Lane,-33.65382561,150.8124325,,,0,,bus_stop
2155337,2155337,Sanctuary Dr Opp Wilson Av,-33.70443477,150.9406128,,,0,,bus_stop
2540119,2540119,"Sanctuary Point Public School, Paradise Beach Rd",-35.10388092,150.6276549,,,0,,bus_stop
2155244,2155244,Sanctuary T-Way,-33.69583871,150.9273155,,,0,,bus_stop
2155195,2155195,Sanctuary T-Way,-33.69547861,150.9267385,,,0,,bus_stop
207475,207475,"Sandakan Park, Kirkpatrick St",-33.69449685,151.1485957,,,0,,bus_stop
221283,221283,Sandakan Rd At Fewtrell Av,-33.97090997,151.019837,,,0,,bus_stop
2212121,2212121,Sandakan Rd At Rowell St,-33.96816305,151.0173175,,,0,,bus_stop
221284,221284,Sandakan Rd At Steele Av,-33.97078514,151.018144,,,0,,bus_stop
2212123,2212123,Sandakan Rd Opp Fewtrell Av,-33.97083183,151.0197468,,,0,,bus_stop
2212122,2212122,Sandakan Rd Opp Steele Av,-33.97072833,151.0182278,,,0,,bus_stop
248810,248810,Sandalwood Dr At Ti Tree Av,-28.34021488,153.5689576,,,0,,bus_stop
24889,24889,Sandalwood Dr Opp Ti Tree Av,-28.340278,153.5687683,,,0,,bus_stop
2790161,2790161,Sandford Av At Crane Rd,-33.47342525,150.1556848,,,0,,bus_stop
